date,gt_Cryptocurrency (Topic)_monthly,gt_Crypto_monthly,AdrBal1in1MCnt,AdrBal1in100KCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv10KCnt,AdrBalUSD1Cnt,AdrBalUSD10Cnt,AdrBalUSD100Cnt,AdrBalUSD1KCnt,AdrBalUSD10KCnt,AdrBalUSD100KCnt,AdrBalUSD1MCnt,AdrBalUSD10MCnt,CapAct1yrUSD,CapMrktFFUSD,CapRealUSD,RevAllTimeUSD,SplyAct10yr,SplyAct1yr,SplyActEver,SplyAdrBal1in1B,SplyAdrBal1in100M,SplyAdrBal1in10M,SplyAdrBal1in100K,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD1K,SplyAdrBalUSD10K,SplyAdrBalUSD100K,SplyAdrBalUSD1M,SplyAdrBalUSD10M,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyMiner0HopAllUSD,total_balance,fish_pct,close-price,market-cap,SME_5_close-price,SME_10_close-price,SME_14_close-price,SME_20_close-price,SME_30_close-price,SME_5_market-cap,SME_10_market-cap,SME_14_market-cap,SME_20_market-cap,SME_30_market-cap,EMA5_close-price,EMA10_close-price,EMA14_close-price,EMA20_close-price,EMA30_close-price,EMA50_close-price,EMA100_close-price,EMA200_close-price,EMA5_market-cap,EMA10_market-cap,EMA14_market-cap,EMA20_market-cap,EMA30_market-cap,EMA50_market-cap,EMA100_market-cap,EMA200_market-cap,bol_upper_band,bol_lower_band,VOO_Close,SPY_Close,STOXX_Close,price_7d
2017-02-03,1,0,111086,9485,13837033,6340116,116,6357879,3948611,1614529,574275,152422,19154,1768,119,6814236192.0,13624276494.0,7453526290.0,2144713698,14285278.03,6711536.003,14285278.03,16119261.71,16018776.69,15527629.44,9193970.65,16138822.14,16129862.89,16058272.63,15724812.69,14574921.45,10198811.31,16138839.77,16130156.84,16060398.93,15737593.55,14600752.06,10276020.09,6464168.215,3138201.112,16034831.76,14460265.14,16142936.1,1930133382.0,16138822.14,27.11542455,1015.4425,16392262891.0,979.9352308,946.1184954,936.0241119,916.0498183,901.5842439,15815249255.0,15264934521.0,15098455949.0,14770915786.0,14528576676.0,985.2346649,958.5711971,946.4592806,938.2445223,938.1723961,951.239331,978.63466,1002.211501,15900902573.0,15466032023.0,15267023200.0,15129437575.0,15121172964.0,15322235909.0,15752604945.0,16125043020.0,1015.586204,816.5134331,187.7045135,205.0022583,364.070007,1535.292573
2017-02-04,1,0,110981,9499,13864405,6352350,116,6390791,4010325,1628076,577932,153399,19425,1784,119,6940185196.0,13873496416.0,7471248254.0,2146717062,14287666.51,6713367.542,14287666.51,16121047.94,16020058.9,15529282.86,9203396.009,16140619.49,16131633.14,16059754.23,15725438.66,14577917.45,10210377.4,16140657.3,16132447.84,16062995.63,15743263.1,14615150.72,10311266.15,6484874.06,3138373.097,16036401.93,14467906.82,16144736.1,1964661235.0,16140619.49,27.05930868,1033.63,16687723783.0,1002.463002,960.1341154,944.1635762,926.6356933,903.0163272,16180774004.0,15492970390.0,15231663279.0,14943470825.0,14553671245.0,1001.366443,972.2182522,958.0820432,947.3288535,944.3309512,954.4703376,979.7236766,1002.524123,16163176310.0,15688157798.0,15456449945.0,15277845785.0,15222240759.0,15375784453.0,15771122150.0,16130641834.0,1029.010275,824.2611114,187.7045135,205.0022583,364.070007,1555.079943
2017-02-05,1,0,110795,9508,13874153,6347055,115,6364243,3946030,1613656,571020,151948,19143,1772,118,6813020099.0,13617416896.0,7483238242.0,2148873405,14289522.38,6715193.988,14289522.38,16123055.74,16022040.41,15532866.08,9215053.935,16142603.38,16133598.33,16061748.7,15728033.07,14583659.8,10221181.36,16142620.44,16133863.66,16063857.99,15740678.33,14608867.28,10294522.32,6475835.174,3126955.812,16038882.79,14476829.77,16146723.6,1928086999.0,16142603.38,27.02462755,1016.926159,16420090078.0,1012.194973,970.2907313,951.1741009,936.0665013,907.1127825,16339865135.0,15658776037.0,15346640863.0,15097405727.0,14621598298.0,1006.553015,980.3469625,965.9279253,953.9571683,949.014513,956.9195855,980.4603594,1002.667427,16248814233.0,15821236394.0,15584935296.0,15386630956.0,15299521360.0,15416737615.0,15783973000.0,16133521916.0,1034.995779,837.1372232,187.7045135,205.0022583,364.070007,1544.923917
2017-02-06,1,0,111105,9498,13846017,6301126,115,6328502,3925873,1610699,574968,152899,19264,1770,119,6878690463.0,13736198253.0,7502631333.0,2150632413,14291050.17,6721951.485,14291050.17,16124769.77,16025296.61,15538466.35,9206159.557,16144160.24,16135172.91,16064448.01,15733171.19,14582963.25,10211342.67,16144187.3,16135701.97,16067153.12,15748475.02,14614349.09,10297922.63,6470528.447,3128175.604,16042345.5,14470089.63,16148286.1,1944755879.0,16144160.24,27.07864959,1024.511089,16544150319.0,1019.782613,980.9130902,958.7172144,942.0844307,911.2605255,16464203258.0,15832072580.0,15470219285.0,15196373241.0,14690364856.0,1012.53904,988.3768037,973.7390138,960.6765893,953.8852599,959.5702327,981.3326511,1002.884777,16347259595.0,15952675290.0,15712830632.0,15496870895.0,15379820003.0,15460949878.0,15799026016.0,16137607770.0,1047.283882,836.8849791,187.3123627,204.635788,361.600006,1540.008941
2017-02-07,1,0,111084,9496,13906462,6337542,115,6400208,4006687,1634950,584540,154852,19718,1801,118,7094556258.0,14144602289.0,7532261857.0,2152799580,14292237.81,6733477.187,14292237.81,16126530.88,16026280.66,15537494.88,9200186.594,16146041.2,16136986.39,16065639.2,15732556.07,14577426.28,10207182.79,16146102.23,16138066.36,16070014.64,15755708.22,14626997.71,10335675.21,6499496.582,3117257.169,16043440.85,14469996.17,16150173.6,2003189068.0,16146041.2,27.06696605,1051.5,16981015238.0,1028.40195,994.0385902,970.5537287,950.9626807,916.0410255,16605048462.0,16045721188.0,15663023187.0,15341439865.0,14769337469.0,1025.526027,999.8537485,984.1071453,969.326438,960.182985,963.1753216,982.7221035,1003.36851,16558511476.0,16139646189.0,15881921913.0,15638217975.0,15483122921.0,15520560284.0,15822431743.0,16145999884.0,1061.767248,840.1581137,187.3569641,204.6447144,362.73999,1564.510251
2017-02-08,1,0,111113,9499,13945973,6359509,112,6420368,4009333,1636165,585354,154661,19584,1801,116,7096763567.0,14128426706.0,7552057912.0,2154884761,14303529.07,6743616.262,14303529.07,16128299.69,16027706.6,15537716.6,9198325.599,16147861.32,16138751.08,16067123.77,15733414.98,14574284.23,10202392.04,16147920.65,16139777.46,16071355.64,15756031.01,14621455.42,10320390.52,6493743.518,3086934.967,16045090.5,14470184.23,16151998.6,1990823854.0,16147861.32,27.07412519,1055.3013,17045265644.0,1036.37371,1008.15447,982.1128359,958.8832457,921.1551059,16735649012.0,16275449134.0,15851444655.0,15471131567.0,14853729012.0,1035.451118,1009.935121,993.5996992,977.5145201,966.3196505,966.7881051,984.1593154,1003.885254,16720762865.0,16304304272.0,16037034411.0,15772222515.0,15583906323.0,15580352651.0,15846646276.0,16154947802.0,1075.886919,841.8795723,187.5975342,204.9128876,363.940002,1564.209946
2017-02-09,1,0,111112,9515,13967226,6361225,114,6175763,3383327,1531349,484229,136971,13643,1299,93,6639435442.0,13195435915.0,7558590572.0,2157131509,14306324.7,6755962.696,14306324.7,16130371.27,16029909.16,15540810.02,9206300.532,16149968.99,16140857.25,16069349.46,15736524.51,14583035.37,10212499.96,16149783.34,16135666.09,16063427.92,15659418.08,14455351.3,9733869.222,5992946.537,2847679.71,16047938.61,14482415.37,16154111.1,1858214567.0,16149968.99,27.06219072,981.705,15858560741.0,1025.98871,1014.225856,986.8517644,963.3955557,923.6866238,16569816404.0,16375295204.0,15929768022.0,15545759455.0,14896423240.0,1017.535745,1004.802372,992.0137393,977.9136134,967.3122537,967.3730814,984.110715,1003.664555,16433362157.0,16223259994.0,16013237921.0,15780445203.0,15601625963.0,15591262772.0,15846882206.0,16151998677.0,1076.341179,850.4499323,188.6669159,206.1285553,366.790009,1587.922989
2017-02-10,1,0,111067,9496,14000921,6380496,115,6211972,3490633,1540899,489713,138067,13856,1312,94,6736380598.0,13384404273.0,7581073895.0,2159103816,14308114.03,6759022.287,14308114.03,16132127.26,16031372.31,15542569.32,9212042.866,16151803.12,16142662.55,16070894.47,15738148.35,14586964.51,10219405.86,16151634.58,16138456.46,16065938.16,15667178.4,14470474.73,9763689.7,6017431.507,2867617.324,16049945.18,14489834.51,16155948.6,1885007353.0,16151803.12,27.04068776,992.1113,16028562068.0,1021.025738,1016.610356,992.124893,967.0172457,930.6144171,16491510802.0,16415687968.0,16016723535.0,15606046499.0,15009905857.0,1009.06093,1002.494904,992.0267474,979.265774,968.9121922,968.3432076,984.2691425,1003.549597,16298428794.0,16187860371.0,16015281141.0,15804075381.0,15629170227.0,15608411764.0,15850479827.0,16150770452.0,1078.698544,855.3359476,189.4243622,206.9420013,367.390015,1607.445252
2017-02-11,1,0,111138,9478,14015950,6378019,115,6391651,3928550,1604707,571997,152138,19124,1761,118,6831494927.0,13582485309.0,7588495187.0,2160977430,14309555.7,6754658.51,14309555.7,16133851.02,16033367.33,15544935.59,9209397.674,16153536.65,16144397.81,16072588.89,15740698.44,14591725.57,10220231.83,16153550.2,16144604.26,16074464.53,15752413.26,14615039.4,10289718.12,6470852.693,3112288.872,16052408.28,14495255.57,16157686.1,1912814261.0,16153536.65,27.06214642,1010.9463,16334579163.0,1018.31278,1019.047697,998.6035573,971.6256201,937.6650438,16449596571.0,16456899915.0,16123155679.0,15682255262.0,15125404056.0,1009.689387,1004.031522,994.5493544,982.282967,971.6240701,970.0139171,984.797403,1003.623196,16310478917.0,16214536515.0,16057854210.0,15854599551.0,15674680481.0,15636888917.0,15860065953.0,16152599395.0,1082.52952,860.7217199,189.4243622,206.9420013,367.390015,1609.558975
2017-02-12,1,0,111077,9499,14013089,6365369,115,6372787,3903428,1595051,568942,151648,18964,1753,118,6799615261.0,13515917834.0,7598607163.0,2162839980,14311235.61,6757069.61,14311235.61,16135613.3,16035610.58,15548827.94,9213641.543,16155284.9,16146158.89,16074664.81,15743870.77,14594501.1,10224330.19,16155292.29,16146226.18,16075955.82,15753006.62,14613039.76,10275987.8,6463673.317,3113057.507,16054912.14,14497821.1,16159436.1,1903245344.0,16155284.9,27.05102966,1000.523769,16167938834.0,1008.117534,1018.259742,1004.773648,975.7064336,943.5325428,16286981290.0,16446014876.0,16224580867.0,15749949584.0,15221842318.0,1006.634181,1003.393749,995.3459431,984.0201862,973.4885668,971.2103819,985.1088162,1003.592356,16262965556.0,16206064209.0,16072532160.0,15884441387.0,15706503601.0,15657714404.0,15866162445.0,16152752026.0,1084.427514,866.9853528,189.4243622,206.9420013,367.390015,1604.861906
2017-02-13,1,0,110995,9533,14028985,6368037,115,6204779,3695651,1536985,493664,138862,14134,1337,96,6761224730.0,13431428478.0,7613249800.0,2165015685,14313625.86,6761541.272,14313625.86,16137598.2,16037715.87,15550769.31,9218328.455,16157318.26,16148198.11,16076830.42,15745813.59,14596127.27,10229685.73,16157155.0,16146174.24,16072206.12,15679754.59,14488467.24,9794885.615,6035715.466,2880740.215,16057140.4,14502677.27,16161473.6,1890840529.0,16157318.26,27.02454374,996.1039359,16098583565.0,996.278061,1016.325885,1010.138847,981.2221904,949.475174,16097644874.0,16416646943.0,16313043976.0,15840790732.0,15319492838.0,1003.124099,1002.068328,995.4470088,985.1710195,974.9476229,972.1865997,985.3265413,1003.517845,16208171559.0,16186522274.0,16076005681.0,15904835880.0,15731799082.0,15675003391.0,15870764844.0,16152213036.0,1081.60955,880.8348306,190.4312897,208.0682983,370.130005,1630.101845
2017-02-14,1,0,111258,9521,14071190,6389989,115,6405595,3931152,1606436,572713,152415,19174,1759,117,6846508628.0,13597197658.0,7627417544.0,2167297660,14314771.94,6763898.006,14314771.94,16139585.48,16039560.18,15551228.01,9208714.341,16159425.11,16150248.44,16078677.28,15746886.29,14598437.57,10220378.08,16159440.62,16150480.73,16080722.26,15758958.72,14622503.96,10290153.57,6455822.516,3092033.239,16059185.45,14505477.57,16163586.1,1914988610.0,16159425.11,27.09291612,1010.102162,16326912556.0,1001.957493,1013.973101,1013.127123,987.0536085,955.7481627,16191315237.0,16380565821.0,16363206700.0,15936768105.0,15422502490.0,1005.45012,1003.529025,997.4010292,987.545414,977.2156577,973.6734845,985.8171477,1003.58336,16247751891.0,16212047780.0,16109459931.0,15945033659.0,15770193500.0,15700568456.0,15879797472.0,16153951340.0,1079.189513,894.9177037,191.22435,208.8996124,370.200012,1669.38701
2017-02-15,1,0,111188,9510,14106027,6405101,115,6423313,3954061,1614138,574826,152526,19207,1763,117,6851392779.0,13620335707.0,7635204194.0,2169198573,14316333.98,6757438.433,14316333.98,16141285.93,16040641.36,15550185.16,9202774.309,16161156.58,16151980.43,16079914.21,15746574.5,14593974.63,10216440.68,16161174.66,16152257.78,16082135.61,15759270.34,14619117.54,10288890.54,6460635.429,3087723.382,16060124.42,14504474.63,16165323.6,1918534821.0,16161156.58,27.08676157,1008.8813,16308969767.0,1005.311493,1013.168616,1014.720581,991.7296735,961.767206,16247396777.0,16369453790.0,16390814562.0,16014114913.0,15521421748.0,1006.593847,1004.502166,998.931732,989.5774032,979.2586023,975.0541831,986.2738636,1003.636076,16268157850.0,16229669959.0,16136061242.0,15979694241.0,15804953259.0,15724427331.0,15888295933.0,16155493812.0,1077.841023,905.6183239,192.1956787,209.9901276,371.470001,1667.583337
2017-02-16,1,0,111067,9488,14112489,6411759,116,6456196,4023889,1630633,581929,153817,19505,1784,118,7003495597.0,13929505214.0,7651994598.0,2171328451,14317960.65,6754870.01,14317960.65,16143148.24,16042237.93,15551189.98,9201241.298,16163051.79,16153876.32,16081587.26,15747750.93,14591641.71,10214514.96,16163095.44,16154734.59,16085229.55,15766653.25,14630882.84,10318695.81,6488081.406,3102547.956,16061640.0,14504321.71,16167211.1,1960900857.0,16163051.79,27.08106617,1034.9038,16731535007.0,1010.102993,1014.207887,1016.613472,997.5604885,966.1255827,16326787946.0,16388192258.0,16423296404.0,16110132419.0,15593646247.0,1016.030498,1010.029736,1003.728008,993.8942029,982.8486151,977.4012269,987.2368326,1003.947198,16422616902.0,16320918150.0,16215457744.0,16051298123.0,15864732727.0,15763921750.0,15904993736.0,16161225565.0,1078.36215,916.7588265,192.0441895,209.8113403,370.100006,1729.308526
2017-02-17,1,0,111198,9478,14163902,6445258,116,6515384,4077778,1652778,588851,155298,19822,1812,119,7147185732.0,14224482881.0,7682232595.0,2173501935,14319867.97,6751099.275,14319867.97,16144929.09,16043205.54,15548820.18,9192196.487,16164935.48,16155719.0,16082877.79,15746225.76,14588102.85,10207127.44,16165003.65,16156848.7,16087764.43,15770552.53,14640753.72,10341559.27,6512756.047,3110398.734,16062450.56,14505172.85,16169098.6,2002749984.0,16164935.48,27.10171912,1056.558091,17083619844.0,1021.309858,1014.713696,1019.5503,1004.376143,972.2130191,16509924148.0,16398452719.0,16472679043.0,16222086954.0,15693777483.0,1029.539696,1018.489437,1010.772019,999.8621922,987.6040651,980.5054177,988.6095308,1004.470689,16642951216.0,16459591185.0,16331212691.0,16149614478.0,15943370605.0,15815674616.0,15928332867.0,16170403618.0,1080.58401,928.1682761,192.3382721,210.1420746,370.220001,1723.596081
2017-02-18,1,0,111181,9479,14170726,6441487,116,6513787,4074121,1653039,589006,155281,19870,1806,120,7160670369.0,14252508795.0,7696620089.0,2175666426,14320940.5,6751089.819,14320940.5,16146841.52,16045184.94,15550718.31,9195713.749,16166822.51,16157617.55,16084824.64,15748218.23,14591338.4,10211365.54,16166892.72,16158750.05,16089812.11,15773040.44,14644924.29,10349740.37,6511629.649,3119742.751,16064575.29,14510258.4,16170986.1,2007254947.0,16166822.51,27.09235446,1058.580931,17118312230.0,1033.805257,1015.041659,1021.33251,1011.598065,977.6027168,16713869881.0,16405757378.0,16503435361.0,16340603256.0,15782673504.0,1039.220107,1025.778799,1017.14654,1005.454453,992.1832178,983.5672025,989.9951031,1005.0091,16801404887.0,16579358648.0,16436159296.0,16241871406.0,16019173291.0,15866758444.0,15951896815.0,16179835544.0,1078.623921,944.572208,192.3382721,210.1420746,370.220001,1697.104386
2017-02-19,1,0,111275,9504,14198575,6455630,114,6526302,4078715,1652565,587795,155368,19835,1831,118,7146481541.0,14229158907.0,7708550736.0,2177576172,14322026.45,6749691.476,14322026.45,16148422.37,16046679.84,15552074.64,9197859.113,16168494.35,16159253.46,16086353.64,15749158.04,14594121.63,10212806.67,16168563.03,16160378.2,16091262.02,15773863.11,14646962.77,10346137.3,6516041.336,3099052.421,16066419.3,14514171.63,16172661.1,2004475400.0,16168494.35,27.0978538,1053.5025,17037979882.0,1042.485324,1022.221409,1023.945106,1018.223632,983.0041734,16856083346.0,16523699292.0,16547570347.0,16449497248.0,15871739400.0,1043.980905,1030.819472,1021.994002,1010.030458,996.1393005,986.3097632,991.2526753,1005.491621,16880263219.0,16662744327.0,16516402041.0,16317691261.0,16084902748.0,15912688697.0,15973403410.0,16188374294.0,1072.528068,963.9191962,192.3382721,210.1420746,370.220001,1732.234031
2017-02-20,1,0,111400,9490,14212477,6451691,114,6553423,4097346,1672127,594835,157351,20176,1849,123,7347816792.0,14631533326.0,7727426133.0,2179765153,14323245.39,6749237.518,14323245.39,16150342.82,16048649.04,15554451.69,9188485.894,16170340.07,16161075.37,16088365.77,15750791.83,14591909.49,10203388.97,16170437.69,16162459.16,16094868.02,15781551.81,14661119.42,10369795.68,6529108.988,3144215.49,16068298.47,14511069.49,16174511.1,2061935659.0,16170340.07,27.13932113,1082.016823,17500458952.0,1057.112429,1031.211961,1028.052658,1023.911158,988.4154842,17094381183.0,16670888980.0,16615878107.0,16543288474.0,15960993993.0,1056.659544,1040.128081,1029.997045,1016.886302,1001.679786,990.0629812,993.0499852,1006.253066,17086995130.0,16815056077.0,16647609629.0,16430335803.0,16176228955.0,15974954197.0,16003642134.0,16201429863.0,1079.983467,967.8388498,192.3382721,210.1420746,370.220001,1748.203392
2017-02-21,1,0,111442,9499,14234354,6457165,113,6645555,4135623,1698655,606593,161050,20787,1947,125,7624312884.0,15173079570.0,7759543323.0,2181902751,14324671.75,6754021.468,14324671.75,16152068.26,16050279.16,15555319.88,9184932.263,16172060.94,16162772.83,16089954.74,15752622.34,14589701.24,10199669.48,16172236.59,16164501.98,16098802.07,15792438.34,14691712.65,10420681.57,6611086.848,3161476.354,16070079.56,14510571.24,16176236.1,2137853976.0,16172060.94,27.145778,1125.408815,18202277765.0,1075.213432,1042.658213,1033.331859,1030.852955,995.303151,17388529735.0,16857658840.0,16703111144.0,16657279377.0,16074056455.0,1079.575968,1055.633669,1042.718614,1027.221779,1009.662304,995.370661,995.6709521,1007.438695,17458756008.0,17067278202.0,16854898714.0,16599092180.0,16306941781.0,16062300219.0,16047179473.0,16221338797.0,1100.253926,961.4519834,193.4699707,211.3935089,373.399994,1748.263496
2017-02-22,1,0,111421,9518,14271565,6477775,113,6667446,4150343,1702865,608282,161187,20797,1938,126,7628323883.0,15185986441.0,7799958204.0,2184056584,14328738.76,6752511.102,14328738.76,16153747.37,16051562.32,15555061.66,9183476.472,16173782.23,16164467.65,16091411.95,15752721.62,14585415.84,10198748.94,16173959.02,16166205.39,16100128.84,15792894.42,14688521.65,10418095.48,6598107.574,3174254.695,16071321.52,14509845.84,16177961.1,2136826603.0,16173782.23,27.1220846,1123.305,18168250822.0,1088.562814,1054.936336,1038.189266,1036.598039,1002.116401,17605455930.0,17057690039.0,16783324371.0,16751852457.0,16185863069.0,1094.152312,1067.937548,1053.463465,1036.372562,1016.994091,1000.387694,998.198359,1008.591594,17695254280.0,17267455042.0,17030012328.0,16748535861.0,16427026236.0,16144886517.0,16089180886.0,16240711056.0,1116.415759,956.7803188,193.3808594,211.2058258,373.380005,1794.767993
2017-02-23,1,0,111519,9510,14326169,6510994,113,6806680,4218925,1741499,621436,164299,21466,2026,125,8026834637.0,15983356284.0,7846416749.0,2186538474,14330442.46,6751697.073,14330442.46,16155478.47,16052745.51,15554749.16,9175208.754,16175651.88,16166282.49,16092784.56,15753036.87,14585244.79,10195217.9,16175920.17,16168424.66,16104403.32,15803514.4,14713646.44,10469930.88,6667711.978,3166675.342,16072763.24,14513554.79,16179836.1,2249084424.0,16175651.88,27.13972162,1185.654785,19176691563.0,1113.977585,1073.891421,1052.757108,1045.108653,1012.111934,18017131797.0,17365500839.0,17020333716.0,16891073891.0,16349027434.0,1124.653136,1089.340682,1071.088975,1050.589917,1027.875426,1007.65307,1001.910367,1010.353417,18189066707.0,17614588955.0,17316236226.0,16979788785.0,16604423999.0,16263780833.0,16150319711.0,16269924792.0,1148.303278,941.9140278,193.4878082,211.3488159,372.850006,1838.022416
2017-02-24,1,0,111342,9532,14368337,6525464,113,6819109,4216153,1739514,620400,163932,21421,2038,126,8015765362.0,15953001100.0,7903158384.0,2189218996,14332316.93,6761569.357,14332316.93,16157454.36,16054707.99,15556563.63,9186003.589,16177681.6,16168255.82,16094723.2,15754931.22,14588261.69,10201778.5,16177948.23,16170382.78,16106209.45,15804934.49,14714964.65,10473573.98,6678451.32,3166801.772,16075292.46,14522521.69,16181873.6,2242891686.0,16177681.6,27.11441168,1180.871,19108706913.0,1139.451285,1090.968305,1066.239944,1052.470703,1021.69184,18431277203.0,17643680275.0,17240344062.0,17012123048.0,16505738828.0,1143.392424,1105.982558,1085.726578,1062.997639,1037.746108,1014.44593,1005.454142,1012.050109,18495613443.0,17886246765.0,17555232318.0,17182542892.0,16765990638.0,16375346562.0,16208901636.0,16298171381.0,1171.942374,932.9990323,193.7195129,211.6169586,370.01001,1869.082891
2017-02-25,1,0,111219,9558,14381334,6519067,114,6752496,4176271,1713807,612383,161687,21078,1990,126,7779351496.0,15499233589.0,7913761738.0,2191840052,14333319.91,6755227.073,14333319.91,16159537.13,16057254.0,15560548.64,9198079.58,16179764.85,16170322.55,16097088.36,15758622.17,14594135.61,10213111.84,16179980.05,16172212.5,16106791.95,15802333.34,14702423.41,10454216.12,6632283.158,3171247.576,16078430.15,14530735.61,16183961.1,2180024920.0,16179764.85,27.07717826,1149.403678,18601876715.0,1152.928656,1105.020542,1076.129756,1059.094579,1029.493296,18651560756.0,17872970969.0,17402293887.0,17121212379.0,16633733599.0,1145.396175,1113.877307,1094.216858,1071.226786,1044.949822,1019.738391,1008.304628,1013.416811,18531034533.0,18016361302.0,17694784904.0,17317717542.0,16884434901.0,16462661469.0,16256287281.0,16321093822.0,1184.796066,933.3930922,193.7195129,211.6169586,370.01001,1844.636728
2017-02-26,1,0,111158,9568,14358422,6496511,114,6785366,4184809,1723328,617675,163331,21395,2042,125,7986019127.0,15904245183.0,7930100322.0,2194664796,14334819.6,6758014.466,14334819.6,16161799.97,16060220.54,15565629.71,9206592.499,16181992.58,16172589.41,16099713.71,15763199.02,14600446.87,10221625.32,16182255.06,16174678.44,16110905.89,15812300.61,14723290.91,10488705.3,6681141.254,3164836.532,16081734.18,14535256.87,16186186.1,2237930717.0,16181992.58,27.05984154,1180.673,19110682514.0,1163.981493,1119.597462,1088.997559,1066.902674,1038.23948,18833241705.0,18110885720.0,17612489864.0,17249538989.0,16777050186.0,1157.155117,1126.021978,1105.744344,1081.650235,1053.706156,1026.049552,1011.717863,1015.081052,18724250527.0,18215328795.0,17883571252.0,17488476111.0,17028063780.0,16566505432.0,16312809959.0,16348850923.0,1202.564848,931.2405009,193.7195129,211.6169586,370.01001,1856.109771
2017-02-27,1,0,111207,9565,14387592,6511808,114,6813816,4211415,1732911,620967,163904,21523,2062,126,8073268586.0,16073915174.0,7955583550.0,2197050878,14336861.63,6760668.276,14336861.63,16163532.12,16061583.59,15565597.19,9205382.768,16183790.93,16174372.34,16101155.93,15764025.95,14600538.73,10220134.28,16184064.47,16176553.45,16112919.89,15815169.77,14729290.94,10499302.89,6696162.573,3178896.361,16083208.93,14539528.73,16187986.1,2261050807.0,16183790.93,27.06661541,1193.129515,19314424735.0,1177.946396,1133.254605,1103.070814,1073.98415,1047.33563,19062476488.0,18333966209.0,17842192805.0,17366209464.0,16926046705.0,1169.146583,1138.223349,1117.3957,1092.267309,1062.701212,1032.601707,1015.310173,1016.852678,18920975263.0,18415164420.0,18074351716.0,17662375980.0,17175570938.0,16674266973.0,16372247876.0,16378359120.0,1220.604388,927.3639123,194.0046997,211.9477386,369.519989,1864.619659
2017-02-28,1,0,111236,9550,14437652,6543147,114,6839109,4227761,1735679,620220,163691,21448,2041,126,8031430238.0,15997954877.0,7975313401.0,2199590473,14337873.18,6758188.017,14337873.18,16165365.68,16062525.99,15565351.74,9202107.797,16185699.03,16176249.6,16102365.21,15763971.34,14596904.59,10216929.64,16185967.52,16178376.49,16113857.17,15813699.73,14723861.87,10490391.73,6681181.126,3179469.246,16084309.38,14540774.59,16189898.6,2251261124.0,16185699.03,27.060771,1190.331,19271383899.0,1178.881639,1146.429612,1115.944303,1080.735635,1056.541914,19081414955.0,18549273376.0,18052512186.0,17477515377.0,17076826629.0,1176.208055,1147.697467,1127.120407,1101.606708,1070.935392,1038.78717,1018.775932,1018.578831,19037778142.0,18570840689.0,18233956007.0,17815614829.0,17310784677.0,16776114696.0,16429656510.0,16407145436.0,1235.919049,925.5522213,193.4343567,211.3756714,370.23999,1817.384765
2017-03-01,1,0,111308,9560,14480966,6566944,114,6903805,4276698,1766745,629718,165815,21789,2091,127,8303091140.0,16538901616.0,8016757381.0,2202085509,14339847.87,6758944.94,14339847.87,16167126.82,16063639.61,15563931.3,9203477.168,16187494.72,16178023.68,16103587.22,15763469.35,14596781.55,10216977.19,16187797.06,16180402.54,16117135.84,15820062.81,14740355.31,10518751.28,6720451.466,3184702.723,16085297.18,14543851.55,16191698.6,2326740255.0,16187494.72,27.0567153,1227.477149,19875003127.0,1188.202868,1163.827077,1131.558292,1093.024243,1066.758114,19234674198.0,18832975701.0,18307228855.0,17678337496.0,17243990065.0,1193.297753,1162.202864,1140.501306,1113.594369,1081.03486,1046.186777,1022.90863,1020.657421,19316853137.0,18807961132.0,18452762290.0,18011747048.0,17476218126.0,16897639732.0,16497881195.0,16441651483.0,1254.004656,932.043829,196.1789398,214.3343506,375.690002,1725.556065
2017-03-02,1,0,111222,9574,14519093,6583329,116,7009357,4311644,1795349,639378,169560,22335,2149,137,8484909309.0,17005456000.0,8065386586.0,2204882680,14341715.16,6718424.181,14341715.16,16169022.36,16065379.53,15563565.63,9206845.974,16189452.21,16179954.06,16105421.9,15764017.68,14595550.94,10218930.05,16189825.98,16182548.67,16120918.6,15827589.01,14768453.75,10563850.9,6776318.447,3277428.43,16087069.49,14545520.94,16193661.1,2391931846.0,16189452.21,27.03377998,1262.081,20437807787.0,1210.738333,1181.833494,1147.785235,1106.522728,1076.551937,19601860412.0,19126710584.0,18571962625.0,17898799782.0,17404429177.0,1216.225502,1180.362525,1156.711931,1127.735953,1092.715256,1054.653217,1027.644716,1023.059646,19690504687.0,19104296888.0,18717435023.0,18242800452.0,17667288427.0,17036469852.0,16575899543.0,16481414232.0,1276.876773,936.1686829,195.0294342,212.9846191,375.609985,1772.804734
