date,gt_Cryptocurrency (Topic)_monthly,gt_Crypto_monthly,AdrBal1in1MCnt,AdrBalUSD1Cnt,AdrBalUSD10Cnt,AdrBalUSD100Cnt,AdrBalUSD1KCnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,CapMrktFFUSD,CapRealUSD,RevAllTimeUSD,SplyActEver,SplyAdrBal1in1B,SplyAdrBal1in100M,SplyAdrBal1in10M,SplyAdrBal1in100K,SplyAdrBalNtv0.001,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalUSD1,SplyAdrBalUSD100,SplyAdrBalUSD1K,SplyAdrBalUSD10K,SplyAdrBalUSD100K,SplyAdrBalUSD1M,SplyAdrBalUSD10M,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyMiner0HopAllUSD,fish_pct,usdc_AdrBal1in10BCnt,usdc_AdrBal1in10MCnt,usdc_AdrBalCnt,usdc_AdrBalNtv0.001Cnt,usdc_AdrBalNtv0.01Cnt,usdc_AdrBalNtv0.1Cnt,usdc_AdrBalNtv1Cnt,usdc_AdrBalNtv10Cnt,usdc_AdrBalNtv100Cnt,usdc_AdrBalNtv1KCnt,usdc_AdrBalNtv10KCnt,usdc_AdrBalNtv100KCnt,usdc_AdrBalUSD1Cnt,usdc_AdrBalUSD10Cnt,usdc_AdrBalUSD100Cnt,usdc_AdrBalUSD10KCnt,usdc_AdrBalUSD100KCnt,usdc_AdrBalUSD10MCnt,usdc_CapAct1yrUSD,usdc_CapRealUSD,usdc_SER,usdc_SplyAct5yr,usdc_SplyAct1yr,usdc_SplyAct180d,usdc_SplyAct30d,usdc_SplyAct7d,usdc_SplyAct1d,usdc_SplyActEver,usdc_SplyAdrBal1in1B,usdc_SplyAdrBal1in100K,usdc_SplyAdrBalNtv0.01,usdc_SplyAdrBalNtv10,usdc_SplyAdrBalNtv1K,usdc_SplyAdrBalUSD100,usdc_SplyAdrBalUSD100K,usdc_SplyAdrBalUSD10M,usdc_SplyCur,SME_5_close-price,SME_10_close-price,SME_14_close-price,SME_20_close-price,SME_30_close-price,SME_100_close-price,SME_200_close-price,SME_5_market-cap,SME_10_market-cap,SME_14_market-cap,SME_20_market-cap,SME_30_market-cap,SME_100_market-cap,SME_200_market-cap,EMA5_close-price,EMA10_close-price,EMA14_close-price,EMA20_close-price,EMA30_close-price,EMA50_close-price,EMA100_close-price,EMA200_close-price,EMA5_market-cap,EMA10_market-cap,EMA14_market-cap,EMA20_market-cap,EMA30_market-cap,EMA100_market-cap,EMA200_market-cap,price_1d
2019-04-14,4,2,106054,16477500,10994961,5164747,1845538,429806,921,72431082326.0,77026404737.0,11699405319,15872017.5,17597704.85,17388343.47,16552683.9,10114253.63,17640714.53,17476215.0,16878919.42,15376934.92,10981426.91,17642645.32,17594692.88,17373471.91,16514106.91,14745554.24,10017311.48,6133652.405,17455883.32,15974951.0,17645692.32,9241587055.0,24.91683657,15582,2845,18317,17551,16494,14156,9932,4376,1735,1104,504,119,9737,4258,1687,491,114,6,259404955.7,259447260.2,0.000196748,259446296.7,259446296.7,258925653.7,190327224.6,107129977.0,57017121.87,259446296.7,259845943.2,259035393.5,259846271.3,259822094.9,259498314.8,259730678.8,244282294.4,152775195.7,259846276.2,5136.865291,5108.404557,4939.425106,4664.496001,4440.825108,3922.782279,4573.363711,90624855651.0,90081488605.0,87147631605.0,82267351976.0,78270830923.0,68890605073.0,79806064896.0,5100.869153,5014.490168,4912.046596,4769.713849,4586.279286,4361.426968,4246.723928,4679.926497,89975576023.0,88446751825.0,86632394872.0,84105655414.0,80838003355.0,74553881343.0,81551425413.0,7570.89567
2019-04-15,4,2,105987,16438877,10944688,5120904,1827256,424410,909,70833801936.0,77014680365.0,11708937345,15873223.19,17599553.99,17390251.33,16553834.02,10117771.32,17642523.53,17478182.55,16880423.4,15377669.65,10983536.35,17644449.17,17595652.86,17371444.58,16504413.42,14727498.76,9992625.141,6104050.338,17457719.27,15976081.35,17647504.82,9040759950.0,24.90648967,15713,2905,18470,17697,16633,14274,10036,4459,1753,1097,499,121,10040,4460,1755,503,122,6,259471181.1,259415008.6,0.000198635,259384911.1,259384911.1,258863558.8,190209133.6,103988429.4,56878764.39,259384911.1,259927527.0,259140079.1,259927856.8,259903559.7,259569347.3,259814514.4,244898704.8,152366580.7,259927861.7,5132.293136,5133.433851,5014.124589,4725.582861,4481.620238,3936.122743,4566.796306,90564302273.0,90528475174.0,88479202206.0,83354676576.0,79001537576.0,69133624960.0,79702023688.0,5117.0176,5039.003681,4943.682316,4805.866291,4622.604138,4392.324518,4264.597008,4684.597024,90301303438.0,88902389360.0,87208443325.0,84757760448.0,81490568188.0,74878611579.0,81644971013.0,7442.549353
2019-04-16,4,2,106091,16494376,10996135,5175736,1856015,432181,925,73026537756.0,77066359634.0,11718775464,15874975.52,17601449.01,17392549.71,16555441.12,10111439.88,17644332.36,17480484.83,16882406.33,15378768.42,10979347.23,17646272.47,17598788.51,17379068.85,16520468.93,14749178.51,10025201.75,6130349.196,17459917.55,15976450.35,17649317.32,9333546513.0,24.93390569,15882,2944,18676,17895,16819,14429,10155,4533,1781,1105,498,119,9965,4415,1733,490,115,6,259288067.1,259307781.5,0.000201949,259299481.8,259299481.8,258778113.7,191350930.1,83825100.73,59842171.07,259299481.8,259931176.1,259127340.1,259931509.9,259906998.6,259561282.2,259812037.2,244208164.7,152426741.9,259931514.9,5078.488203,5135.92637,5077.950238,4780.643925,4516.025957,3948.648474,4558.472189,89664577128.0,90610032029.0,89627859738.0,84343643359.0,79623235190.0,69364395506.0,79568233828.0,5091.305405,5039.163197,4956.508809,4828.153408,4649.525227,4417.718891,4279.949167,4688.132188,89916878356.0,88947050966.0,87467054640.0,85175881185.0,81984597865.0,75161174284.0,81719628298.0,7594.971273
2019-04-17,4,2,105727,16506203,11005295,5175304,1858234,432582,935,73328532898.0,77123673596.0,11728185637,15876389.88,17603127.63,17394362.13,16557527.26,10129553.72,17646055.31,17482269.28,16884180.35,15381013.28,10992384.97,17647998.46,17600588.54,17381481.15,16524089.74,14753548.59,10048004.61,6164942.984,17461956.42,15980782.04,17651042.32,9370922016.0,24.87030803,16040,2967,18842,18056,16972,14558,10262,4579,1777,1108,493,120,10070,4461,1728,486,116,6,255901521.7,255913225.6,0.000207434,255904006.7,255904006.7,255382439.8,176354559.1,75331123.41,58729129.14,255904006.7,256374824.4,255571498.1,256375155.3,256350398.6,256004818.6,256253488.6,240657959.6,152290662.2,256375160.3,5111.649246,5153.0993,5103.047949,4839.515798,4557.112899,3960.649257,4551.366352,90215917952.0,90898049460.0,90030381678.0,85378692505.0,80349390400.0,69581912569.0,79453568206.0,5132.069729,5070.878684,4990.787418,4864.862453,4685.917043,4448.929851,4298.43727,4693.360708,90556544103.0,89472291808.0,88049564101.0,85810166367.0,82620164171.0,75491366389.0,81820287476.0,7606.486078
2019-04-18,4,2,105746,16555220,11042977,5191008,1866248,435712,939,74067366936.0,77158418951.0,11738399036,15878536.75,17604885.04,17396262.08,16560292.13,10131728.38,17647911.75,17484190.83,16887054.38,15383746.41,10992871.44,17649864.43,17602735.76,17385446.43,16532719.24,14771120.67,10059326.57,6177771.183,17464597.87,15985113.3,17652904.82,9463524577.0,24.8804223,16206,3019,19029,18231,17133,14698,10365,4632,1780,1101,490,119,10169,4515,1729,481,114,6,251999950.5,252018022.4,0.00021127,252011054.2,252011054.2,251489463.2,172748509.7,78560910.39,59693068.44,252011054.2,252994423.1,252189542.8,252994751.1,252969775.1,252631243.7,252869912.9,237428027.5,152149795.7,252994756.2,5138.947646,5157.297227,5121.842615,4899.04409,4598.187908,3972.942142,4544.430768,90713501810.0,91003514890.0,90350599951.0,86438458590.0,81082877595.0,69807459750.0,79343022462.0,5161.032203,5097.802042,5021.210049,4898.585757,4720.306728,4479.127,4316.665386,4698.590523,91089979802.0,89960393515.0,88597202381.0,86414612542.0,83235434302.0,75821375990.0,81923138856.0,7698.985503
2019-04-19,4,2,105712,16611654,11100967,5234955,1866805,436045,942,74235265972.0,77363503147.0,11748866878,15880468.73,17606675.64,17396829.64,16561019.23,10135212.65,17649812.57,17484673.03,16887947.88,15384067.63,10994029.43,17651765.19,17604577.39,17386352.78,16534076.05,14773896.84,10065991.12,6190243.336,17465928.66,15988729.8,17654804.82,9484378657.0,24.87300181,16281,2995,19136,18326,17216,14765,10392,4608,1732,1085,489,118,10398,4609,1733,493,119,6,252166807.1,252042016.6,0.000211962,251997680.2,251997680.2,251476080.2,172823654.3,73608479.83,60615036.72,251997680.2,253058090.8,252284282.2,253058421.3,253033275.2,252708759.6,252937578.2,238206961.2,152000545.7,253058426.4,5179.30361,5158.08445,5148.681576,4957.616298,4640.227576,3985.953899,4537.674414,91461737287.0,91043296469.0,90831477136.0,87484066092.0,81836099740.0,70045424543.0,79236008328.0,5198.943806,5129.977491,5055.017644,4934.412543,4756.078359,4510.328569,4335.637696,4704.323622,91798377594.0,90552171636.0,89212931821.0,87062284983.0,83879288423.0,76165807617.0,82035497406.0,7703.046602
2019-04-20,4,2,105746,16548304,11052673,5240255,1871238,437073,943,74580543215.0,77384404341.0,11757880850,15882247.69,17608627.41,17399041.3,16562991.68,10133666.07,17651453.7,17486852.66,16889764.77,15385882.95,10994464.8,17653404.3,17606677.13,17389224.19,16537902.82,14778224.88,10069141.08,6193136.833,17467275.45,15987240.52,17656442.32,9527880220.0,24.87850703,16410,3024,19291,18478,17359,14882,10468,4637,1758,1089,482,119,10268,4516,1704,470,114,6,251792037.7,251950773.1,0.000212011,251980939.7,251980939.7,251459339.7,172306745.4,70247000.15,55966522.55,251980939.7,253441347.3,252656653.6,253441682.0,253416332.3,253088607.6,253315091.4,238353636.8,152213652.0,253441687.2,5205.5116,5168.902368,5167.63862,5016.441199,4681.386969,3998.935184,4531.08198,91913302811.0,91238802542.0,91179914725.0,88529305739.0,82569497385.0,70281437562.0,79130936258.0,5226.080685,5157.318755,5085.062551,4967.359391,4789.902622,4540.525662,4354.344958,4710.055272,92269113691.0,91035519681.0,89745952363.0,87647837450.0,84481307614.0,76503327979.0,82146692317.0,7718.159806
2019-04-21,4,2,105827,16458490,10974060,5225665,1869107,436778,939,74332610304.0,77389989136.0,11768866827,15884616.41,17611052.88,17402182.29,16565935.63,10132056.98,17653480.91,17489716.8,16893138.95,15388181.59,10992607.89,17655427.57,17609009.21,17391878.38,16539659.17,14777844.26,10065068.26,6182579.031,17469492.13,15985415.31,17658467.32,9493009325.0,24.8991897,16540,3062,19448,18621,17493,14993,10544,4679,1780,1095,481,116,10549,4680,1781,485,117,6,251403784.7,251372255.2,0.000213587,251351720.1,251351720.1,250830119.6,171603857.4,75785516.59,60667310.68,251351720.1,252295155.7,251500697.6,252295491.9,252270008.2,251936184.7,252173308.4,237772561.7,153112802.4,252295497.2,5259.073233,5168.780718,5186.625771,5076.649571,4725.532683,4015.773599,4524.997387,92863752398.0,91264164763.0,91533098643.0,89608781053.0,83360325881.0,70587176557.0,79036362638.0,5253.283518,5184.658833,5114.746102,4999.771752,4823.308207,4570.610506,4373.223062,4716.001878,92812834504.0,91556384490.0,90299862198.0,88243307801.0,85088983002.0,76847822002.0,82263643399.0,7646.13261
2019-04-22,4,2,105847,16523405,11024542,5258045,1884948,440244,954,75574301071.0,77429065989.0,11778269733,15886608.56,17612624.98,17403590.38,16565851.64,10130233.87,17655148.75,17491313.92,16893469.64,15387251.41,10990765.4,17657107.45,17611081.39,17395671.39,16545569.3,14787596.35,10077893.25,6201001.001,17471087.26,15986809.99,17660142.32,9648704562.0,24.90200492,16718,3155,19652,18818,17680,15160,10683,4790,1859,1130,486,115,10489,4669,1803,479,110,6,251730331.0,251743960.2,0.000215793,251735513.4,251735513.4,251119138.6,171963410.9,74306873.11,60471742.21,251735513.4,252276800.2,251440009.4,252277138.2,252251483.3,251900831.4,252148216.4,236750648.8,153733494.4,252277143.5,5278.586526,5195.117886,5196.210553,5134.891717,4769.599561,4032.556754,4519.056899,93248379249.0,91732148601.0,91722870996.0,90643390409.0,84144719925.0,70893550873.0,78942432688.0,5272.577292,5207.659925,5140.935267,5029.428237,4854.782828,4599.651853,4391.796166,4721.923898,93128226288.0,91956861829.0,90761081886.0,88768612758.0,85648339573.0,77182697009.0,82378025155.0,7692.000262
2019-04-23,4,2,105801,16617282,11126227,5326953,1913418,446383,962,77845191848.0,77520260632.0,11786849681,15887468.38,17613900.8,17403930.36,16563696.58,10128257.67,17656599.09,17491988.18,16891777.6,15384632.01,10987373.98,17658566.15,17613193.48,17400193.71,16554229.46,14803236.99,10102149.31,6219808.174,17471450.52,15986659.44,17661592.32,9940716921.0,24.90433185,16902,3220,19858,19018,17878,15338,10815,4869,1894,1146,496,123,10821,4871,1895,500,124,6,251818660.9,251775277.8,0.000217662,251760339.0,251760339.0,250764336.3,162921500.4,78761846.02,66189554.81,251760339.0,252902113.3,252067443.4,252902453.7,252876558.5,252521384.3,252777237.8,237875651.5,153507253.2,252902459.1,5310.982254,5224.96495,5204.35634,5160.826985,4815.332575,4050.381749,4513.068069,93815100178.0,92264300994.0,91878092314.0,91082884779.0,84961548517.0,71214210547.0,78848154967.0,5308.696791,5239.164628,5172.935337,5062.905147,4888.728181,4630.290438,4411.383089,4728.48123,93748969473.0,92508424377.0,91324998413.0,89361169242.0,86251056752.0,77535325897.0,82503521978.0,7755.367353
2019-04-24,4,2,105685,16586430,11083215,5283915,1892769,441464,956,76271362879.0,77445554425.0,11798627062,15890746.29,17615915.85,17406389.31,16567929.42,10140238.56,17658631.31,17494265.94,16895299.07,15390872.47,10999864.78,17660596.83,17614596.71,17399612.89,16550898.49,14797819.08,10098606.67,6197179.021,17474494.59,15994286.67,17663629.82,9731307780.0,24.86607038,17054,3261,20037,19185,18036,15471,10916,4915,1894,1168,508,124,10922,4916,1896,513,125,6,252215013.5,252162220.0,0.000219569,252145266.4,252145266.4,251148958.2,160924871.5,78192760.6,65349867.89,252145266.4,252608008.3,251767631.0,252608351.4,252582194.6,252235999.3,252481178.0,237313248.6,152434154.5,252608356.8,5367.613997,5273.458804,5231.909945,5190.93168,4867.483602,4071.002683,4507.751751,94780051777.0,93120894532.0,92362692744.0,91601191568.0,85885199494.0,71584106370.0,78765514623.0,5391.773104,5297.121191,5224.267389,5110.049964,4931.902216,4666.668293,4434.086904,4736.734409,95179290038.0,93514152885.0,92220322781.0,90187717997.0,87011629295.0,77941357684.0,82658113114.0,7583.839161
2019-04-25,4,2,105808,16516819,10977957,5182855,1846285,429034,923,72007437614.0,77400583942.0,11808275210,15892787.53,17617627.45,17407963.01,16567870.43,10133911.55,17660409.83,17496058.05,16895971.41,15389041.46,10993459.82,17662363.56,17614308.96,17391724.98,16526140.92,14749398.27,10030714.6,6132166.795,17476243.52,15994139.72,17665417.32,9184946005.0,24.88946566,17163,3293,20209,19343,18179,15588,11001,4950,1921,1180,511,126,11108,5021,1929,519,128,6,257070086.0,256398935.4,0.000216676,256155522.5,256155522.5,255155177.1,164595282.7,84748094.47,71300887.97,256155522.5,257358377.0,256517362.2,257358728.3,257332367.4,256981250.3,257231440.7,242083393.5,158446280.5,257358733.7,5401.963459,5303.73753,5242.138235,5218.58569,4918.301084,4089.043218,4502.066636,95381613802.0,93647458306.0,92546388608.0,92087966740.0,86785603820.0,71908706824.0,78676501603.0,5411.882653,5325.299475,5254.645304,5142.626325,4965.463477,4697.469605,4454.245614,4743.852492,95525658696.0,94005833454.0,92753399212.0,90762068285.0,87605614244.0,78303279235.0,82793041302.0,7323.315675
2019-04-26,4,2,106106,16561835,11000837,5186357,1846154,430914,926,72331004898.0,77323987612.0,11818460257,15894090.56,17619378.71,17409733.07,16572077.25,10125866.51,17662288.57,17497816.14,16900005.93,15391622.18,10983118.5,17664252.15,17616246.99,17394502.53,16532772.68,14754438.24,10029327.61,6123438.308,17479069.44,15997370.03,17667304.82,9228293446.0,24.95997992,17054,3144,20307,19423,18248,15625,10992,4867,1857,1189,537,128,11086,4890,1863,544,130,7,262285366.7,262109857.3,0.000197029,261850518.3,261850518.3,261611083.9,229919937.8,144697456.0,131455243.7,261850518.3,292244020.6,291346305.1,292244433.7,292217695.5,291884143.2,292117703.0,276061632.1,210041787.9,292244439.2,5381.043342,5320.058288,5253.230766,5227.992329,4960.448713,4105.396091,4495.157919,94965039949.0,93914396173.0,92741976850.0,92262214101.0,87533894297.0,72203392791.0,78565773637.0,5342.284635,5303.079316,5247.771077,5148.384637,4980.79413,4717.297801,4469.074188,4748.422006,94289574752.0,93607937710.0,92628600232.0,90862576721.0,87877342800.0,78570885723.0,82882835984.0,7406.311531
2019-04-27,4,2,106060,16593974,11024988,5200401,1852509,432449,928,72784367276.0,77320002420.0,11827615788,15895352.76,17621048.57,17411348.72,16573058.77,10126786.7,17663996.28,17499516.34,16901502.21,15391557.72,10984784.97,17665966.11,17618120.72,17397085.78,16536149.89,14758503.1,10036842.12,6134182.25,17480887.12,15998936.5,17669017.32,9286636873.0,24.94776765,17193,3208,20504,19596,18396,15750,11076,4929,1908,1219,555,130,11085,4933,1913,562,131,8,292129589.8,292071849.8,0.000197518,291843495.2,291843495.2,291602099.8,198872218.7,174273290.6,155665738.2,291843495.2,292236337.1,291302633.5,292236754.9,292209943.6,291866096.6,292108691.4,275307431.8,204432875.4,292236760.6,5377.979838,5328.283182,5268.47235,5240.691241,5002.438259,4122.378091,4488.371708,94823176121.0,94035777685.0,92983459622.0,92466913573.0,88264387565.0,72504196650.0,78455182091.0,5326.80553,5301.764408,5254.181243,5162.428702,5001.120142,4739.986017,4485.445933,4753.869024,93876280074.0,93506438257.0,92684745630.0,91070873292.0,88211042666.0,78857594733.0,82983998718.0,7411.652149
2019-04-28,4,2,106060,16605262,11021351,5191801,1847515,431279,923,72327376222.0,77332687577.0,11838344090,15896713.32,17623049.16,17413191.38,16574704.86,10129767.63,17666028.13,17501388.17,16903281.91,15392884.99,10986216.08,17668000.41,17619894.53,17397934.52,16535233.73,14754832.18,10032241.29,6120412.13,17483052.79,16001459.9,17671054.82,9230152520.0,24.9443105,17286,3261,20649,19719,18499,15835,11136,4956,1961,1223,562,133,11142,4958,1965,570,134,8,291731086.3,291795906.4,0.000197294,291622029.2,291622029.2,291380533.9,196151807.0,179002385.5,125997654.4,291622029.2,292041798.5,291125698.5,292042218.4,292015325.5,291647474.0,291914288.4,274637695.4,194100149.1,292042224.1,5353.18824,5332.085247,5281.614536,5244.691237,5043.391143,4138.738056,4481.487868,94454705201.0,94134902690.0,93245895725.0,92569208790.0,89003939957.0,72802476665.0,78346732597.0,5303.529621,5293.621388,5254.554117,5171.433378,5017.627088,4760.260205,4500.723792,4758.875081,93633553796.0,93441286072.0,92746526378.0,91268704525.0,88529562574.0,79140575060.0,83085134066.0,7385.08287
2019-04-29,4,2,106152,16610382,11028419,5205950,1852347,431953,927,72338511171.0,77305676473.0,11849206724,15898868.27,17625076.88,17414640.22,16574074.54,10122585.07,17668065.63,17503184.43,16902965.18,15389535.8,10981141.12,17670036.64,17621925.82,17399302.02,16534594.0,14751149.61,10026395.52,6111607.239,17484225.25,15999314.44,17673092.32,9229801853.0,24.95120163,17568,3416,20972,20025,18792,16099,11354,5114,2101,1319,596,149,11362,5118,2105,607,150,8,291826691.4,291794211.9,0.00019921,291583035.6,291583035.6,291341701.2,193439592.4,173848461.0,101329642.8,291583035.6,292071486.6,291077806.4,292071910.8,292044766.1,291657243.1,291942909.4,274367059.3,197600440.7,292071916.6,5293.163745,5330.388871,5289.363733,5244.236661,5081.873822,4155.338156,4474.864609,93401752469.0,94090902123.0,93376067814.0,92567099296.0,89686344769.0,73101240077.0,78240673435.0,5288.287497,5287.108999,5254.987335,5179.65908,5033.122324,4779.771697,4515.715464,4763.839541,93347425034.0,93320173606.0,92750345196.0,91412177190.0,88803472570.0,79410566989.0,83181552310.0,7286.414178
2019-04-30,4,2,106081,16642467,11105101,5255151,1872837,437374,945,73999636369.0,77357064298.0,11858878004,15901292.68,17626727.18,17415922.28,16574734.97,10127014.86,17669831.35,17504754.9,16904383.31,15390894.15,10985842.22,17671795.09,17624427.43,17404572.64,16546159.41,14775911.21,10054761.25,6146609.791,17485482.55,16000750.05,17674842.32,9438131499.0,24.92979046,17575,3301,21052,20086,18824,16081,11296,4953,2010,1285,564,139,11303,4955,2012,572,140,8,291806670.6,291864163.4,0.000196149,291684313.5,291684313.5,291442765.8,195857118.0,176075501.9,96339459.84,291684313.5,293183738.3,292198729.9,293184168.2,293156688.8,292792416.6,293056196.9,275991634.2,195068440.8,293184174.1,5242.694396,5322.328927,5300.783304,5245.615648,5118.403775,4170.589834,4469.691546,92535138072.0,93958375937.0,93571588945.0,92598589239.0,90338995805.0,73377394701.0,78159320055.0,5258.776668,5271.226456,5247.623025,5181.572978,5043.87282,4796.241631,4529.260802,4768.177008,92860058033.0,93059291865.0,92635009040.0,91457238794.0,89002301696.0,79657591881.0,83268157003.0,7457.281263
2019-05-01,4,2,106102,16671427,11117936,5269139,1880236,439382,947,74691799461.0,77139944703.0,11870582687,15903004.58,17628902.27,17418363.95,16577631.14,10129172.9,17671962.16,17507022.21,16906846.52,15393891.59,10987369.63,17673934.74,17626913.78,17408492.3,16552780.95,14785933.1,10064836.38,6152320.661,17488189.85,16004742.34,17676979.82,9527691032.0,24.93510296,17706,3273,21273,20277,18984,16178,11335,4676,1987,1280,555,136,11344,4684,1992,562,138,8,293875522.1,293788588.3,0.000184535,293581231.9,293581231.9,293331897.9,194893372.4,172179755.0,100421334.3,293581231.9,294495090.3,293502882.4,294495528.0,294466637.3,294115243.6,294371182.5,277635376.0,199393378.7,294495534.0,5260.637471,5320.840407,5306.440847,5244.810562,5158.046516,4188.126198,4464.727601,92878472611.0,93921756280.0,93692889228.0,92592960521.0,91046439462.0,73693041178.0,78082765452.0,5270.119103,5275.149641,5253.647151,5192.166406,5059.932894,4815.714664,4544.380468,4773.397177,93084731874.0,93145616900.0,92754885109.0,91655033152.0,89294674462.0,79932373815.0,83370305487.0,7484.468958
2019-05-02,4,2,106143,16713966,11166094,5302999,1892394,442532,953,75798357579.0,77161282319.0,11883336539,15905611.81,17631128.22,17420099.26,16578992.75,10127660.07,17674264.39,17508904.37,16908425.59,15394914.43,10986445.89,17676241.32,17629584.43,17412360.43,16559561.17,14794644.14,10076225.35,6159282.05,17490011.51,16005828.97,17679279.82,9665705133.0,24.94286858,17768,2975,21456,20408,19065,16199,11282,4232,1954,1261,566,138,11285,4233,1954,567,139,8,292914782.2,293030276.1,0.000184427,292898324.2,292898324.2,292648833.5,193536378.8,171666136.6,101066915.5,292898324.2,293460005.6,292498141.1,293460447.0,293428914.6,293091311.0,293346665.9,276057957.7,197417398.2,293460453.2,5272.385367,5325.182603,5316.128679,5260.150244,5198.322012,4206.362024,4459.926118,93184512449.0,94003844285.0,93865963421.0,92867996443.0,91763541701.0,74020996032.0,78008799902.0,5298.275002,5289.592761,5267.105771,5207.635015,5078.942824,4836.846904,4560.424158,4779.180158,93583117886.0,93406393811.0,92998219082.0,91933590939.0,89635656103.0,80222423639.0,83481843640.0,7559.608335
2019-05-03,4,2,106171,16824274,11274408,5378840,1931475,452887,978,79537366301.0,77247160232.0,11894548883,15907383.41,17632899.99,17422032.86,16582166.13,10131471.32,17676160.2,17510920.22,16911577.79,15399290.1,10991349.15,17678157.35,17632913.69,17422107.98,16582295.17,14840516.24,10131824.81,6208779.401,17492706.11,16011921.59,17681179.82,10143122335.0,24.93720865,17895,2779,21738,20638,19247,16310,11318,4053,1968,1261,564,137,11324,4055,1969,570,138,8,295529880.1,295605331.5,0.000187018,295462174.8,295462174.8,295212482.9,191397214.2,166112541.9,88312583.82,295462174.8,296709394.0,295744648.0,296709850.3,296677224.5,296350007.5,296604754.5,279420352.8,201233162.1,296709856.7,5311.131131,5332.159686,5328.695794,5278.562318,5217.937885,4225.156421,4455.536877,93832813751.0,94143759476.0,94092708748.0,93204030235.0,92103176345.0,74360068609.0,77942627941.0,5349.085542,5318.88619,5291.585884,5230.784692,5102.927585,4860.919834,4578.053514,4785.862014,94518614508.0,93948796345.0,93450404238.0,92357973492.0,90071394919.0,80542565899.0,83610279104.0,7797.043212
2019-05-04,4,2,106131,16899623,11341748,5421387,1949478,457834,988,81184685570.0,77300285446.0,11904422490,15909941.68,17634403.36,17423229.26,16583016.24,10131993.27,17677807.95,17512209.38,16912680.87,15399359.52,10992265.23,17679814.43,17635050.02,17426361.37,16591283.58,14853932.07,10152467.55,6226548.09,17494302.34,16013739.15,17682829.82,10345163287.0,24.93009485,17960,2735,21899,20771,19352,16377,11357,4023,1958,1257,578,145,11363,4025,1959,585,146,7,298793787.6,298833726.4,0.000187696,298679129.3,298679129.3,298279435.9,190089332.9,160813592.0,82878323.62,298679129.3,299326196.7,298374397.4,299326661.7,299293730.1,298970846.2,299222532.3,282107328.1,195224197.5,299326668.2,5405.869101,5349.516423,5360.919983,5311.487613,5243.793261,4246.914352,4450.894965,95512980250.0,94457366359.0,94661666899.0,93789130445.0,92553249832.0,74749663351.0,77872322941.0,5476.554728,5393.905628,5350.24018,5278.471207,5143.480199,4895.059963,4600.893902,4795.271278,96737743005.0,95262833374.0,94480483673.0,93197785541.0,90787821054.0,80951148752.0,83785062396.0,7798.241734
2019-05-05,4,2,106132,16910002,11341267,5410319,1942495,456280,981,80538738057.0,77355832768.0,11914025051,15911776.56,17635921.31,17424882.12,16584693.16,10133697.46,17679416.7,17513698.15,16914446.8,15400839.3,10993001.26,17681423.77,17636338.7,17426893.75,16590161.56,14850179.63,10147917.08,6218223.235,17496330.99,16016642.23,17684442.32,10259377791.0,24.93203319,18018,2722,22052,20910,19466,16465,11424,4039,1979,1272,573,142,11427,4040,1979,574,143,8,299464553.8,299580902.1,0.000189815,299452302.9,299452302.9,299052435.6,190677678.4,120825689.1,80400448.87,299452302.9,300034117.3,299049430.7,300034587.7,300001481.1,299675018.3,299931318.3,282426407.2,205886374.7,300034594.4,5526.706761,5384.700578,5396.366707,5344.219054,5273.95732,4269.297365,4446.739053,97666515444.0,95100826758.0,95286861461.0,94374142532.0,93092253413.0,75152216698.0,77810782941.0,5585.684255,5468.457934,5410.73393,5328.516169,5186.090722,4930.702447,4624.716662,4805.307816,98709495337.0,96606500033.0,95570152517.0,94098282156.0,91553316470.0,81380888381.0,83972803069.0,7750.789966
2019-05-06,4,2,106252,16917491,11346800,5403278,1939257,454303,982,80033137281.0,77470867363.0,11925214126,15914000.53,17637690.63,17426493.13,16585027.14,10134229.95,17681303.06,17515438.25,16914828.41,15400623.09,10996528.48,17683308.66,17637894.71,17427470.39,16587353.52,14851188.35,10140223.02,6215512.687,17497981.81,16019332.46,17686329.82,10192099514.0,24.90820159,18124,2758,22254,21092,19620,16587,11538,4082,2022,1287,577,141,11545,4083,2023,581,142,7,301773412.3,301856592.8,0.000187918,301725125.9,301725125.9,301323368.2,183026660.5,113323496.8,80030630.49,301725125.9,305887775.1,304854584.8,305888257.8,305854835.4,305524557.3,305784897.6,287847250.4,207341044.3,305888264.5,5618.010722,5439.324096,5427.663774,5379.691192,5298.436251,4291.142379,4442.306963,99312699532.0,96095586072.0,95858717900.0,95004991122.0,93540004758.0,75546003534.0,77744842941.0,5640.230763,5519.524451,5455.879244,5368.593084,5222.428339,4962.805244,4646.98611,4814.701009,99727996891.0,97544409118.0,96396132181.0,94828445760.0,92212134762.0,81784534155.0,84149839854.0,7761.800138
