date,AdrBal1in1BCnt,AdrBal1in10KCnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,CapRealUSD,RevAllTimeUSD,SplyAct4yr,SplyAct3yr,SplyAct180d,SplyActEver,SplyAdrBal1in1B,SplyAdrBal1in100M,SplyAdrBal1in10M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD1K,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,VelCur1yr,total_balance,usdc_AdrBal1in10BCnt,usdc_AdrBal1in1BCnt,usdc_AdrBalCnt,usdc_AdrBalNtv0.001Cnt,usdc_AdrBalNtv0.01Cnt,usdc_AdrBalNtv0.1Cnt,usdc_AdrBalNtv1Cnt,usdc_AdrBalNtv10Cnt,usdc_AdrBalNtv100KCnt,usdc_AdrBalUSD1Cnt,usdc_AdrBalUSD10Cnt,usdc_AdrBalUSD100Cnt,usdc_AdrBalUSD10KCnt,usdc_AdrBalUSD10MCnt,usdc_CapAct1yrUSD,usdc_CapMrktFFUSD,usdc_CapRealUSD,usdc_SER,usdc_SplyAct10yr,usdc_SplyAct5yr,usdc_SplyAct4yr,usdc_SplyAct3yr,usdc_SplyAct2yr,usdc_SplyAct1yr,usdc_SplyAct180d,usdc_SplyAct90d,usdc_SplyAct7d,usdc_SplyActEver,usdc_SplyActPct1yr,usdc_SplyAdrBal1in1B,usdc_SplyAdrBal1in100M,usdc_SplyAdrBal1in10M,usdc_SplyAdrBal1in1M,usdc_SplyAdrBal1in100K,usdc_SplyAdrBal1in10K,usdc_SplyAdrBalNtv0.001,usdc_SplyAdrBalNtv0.01,usdc_SplyAdrBalNtv0.1,usdc_SplyAdrBalNtv1,usdc_SplyAdrBalNtv10,usdc_SplyAdrBalNtv100,usdc_SplyAdrBalNtv1K,usdc_SplyAdrBalNtv10K,usdc_SplyAdrBalNtv100K,usdc_SplyAdrBalUSD1,usdc_SplyAdrBalUSD10,usdc_SplyAdrBalUSD1K,usdc_SplyAdrBalUSD10K,usdc_SplyAdrBalUSD100K,usdc_SplyAdrBalUSD10M,usdc_SplyAdrTop1Pct,usdc_SplyCur,usdc_SplyFF,SME_100_market-cap,SME_100_volume,EMA200_market-cap,EMA100_volume,EMA200_volume,EURUSD_Close,BND_Close,MBB_Close,QQQ_Close,UUP_Close,price_180d
2019-01-01,4992277,965,6457193,2539967,79227580206.0,10945273365,13249966.01,12616497.4,5312150.552,15672691.7,17414457.48,17221109.77,16415046.28,17452644.65,17432140.79,17305093.5,16721758.08,17454305.91,17449202.5,17400241.67,17139243.92,17272799.78,15775789.21,17457479.83,13900506.17,15.22550925,17452644.65,4060,3394,4707,4476,4244,3739,2698,1079,60,2637,1035,535,194,9,257891670.8,257891670.8,257918561.9,5.39e-05,257922894.9,257922894.9,257922894.9,257922894.9,257922894.9,257922894.9,257922894.9,257796320.7,96882518.11,257922894.9,98.161587,262753304.9,262751800.6,262739647.0,262720482.4,262546357.7,260943593.6,262753387.1,262753386.0,262753365.2,262752898.8,262746145.0,262732410.6,262667190.0,261995751.7,256614122.9,262752837.8,262745705.0,262664190.0,261965751.7,256414111.2,197653530.4,254937128.3,262753387.1,257922894.9,92137864295.0,3211013211,100957000000.0,3588746229,3628624357,1.14399457,70.82014465,94.90656281,149.8580933,24.73280907,12502.00429
2019-01-02,4994388,966,6458964,2541704,79225003379.0,10952702142,13251327.91,12617840.23,5310922.43,15674352.71,17416418.89,17222959.11,16416626.39,17454532.9,17434097.63,17307053.7,16723998.81,17456205.84,17451202.55,17403175.11,17145729.46,17274270.27,15776149.62,17459367.33,13898459.16,15.17163852,17454532.9,4141,3466,4840,4607,4367,3846,2784,1124,57,2786,1127,577,194,10,284407048.9,284407048.9,284242364.9,5.14e-05,284161582.0,284161582.0,284161582.0,284161582.0,284161582.0,284161582.0,284161582.0,284034963.6,121013112.1,284161582.0,98.852104,287461246.8,287459532.8,287446944.7,287425775.9,287221816.7,285497289.4,287461338.1,287461337.0,287461315.5,287460839.7,287453900.0,287439488.6,287368946.0,286599564.3,281248935.3,287460841.7,287453930.0,287373943.0,286599564.3,281248935.3,226014707.5,280250996.2,287461338.1,284161582.0,91639728784.0,3194684049,100611000000.0,3570946855,3619283596,1.146171212,70.96321869,95.0789032,150.4604492,24.91745377,11683.71221
2019-01-03,4995795,968,6459493,2542722,79150349338.0,10960106567,13252447.21,12619031.14,5287080.4,15675869.77,17418366.1,17224854.27,16418429.74,17456468.9,17436033.32,17308972.77,16726279.92,17458128.6,17452993.11,17403905.98,17141728.56,17276152.65,15775104.83,17461304.83,13898506.82,15.13167192,17456468.9,4259,3561,4970,4734,4490,3950,2867,1168,58,2869,1170,585,198,10,287010670.3,287010670.3,286915607.5,5.24e-05,286864670.3,286864670.3,286864670.3,286864670.3,286864670.3,286864670.3,286864670.3,286738004.0,120550700.7,286864670.3,99.87429,287225648.0,287223888.8,287211080.1,287187714.6,286981722.1,285234917.6,287225741.5,287225740.4,287225717.9,287225233.2,287218163.8,287202429.0,287130484.1,286382397.3,281015858.5,287225235.2,287218183.8,287130484.1,286392394.3,281015858.5,228443202.0,280050226.2,287225741.5,286864670.3,91175911834.0,3181053762,100283000000.0,3564858186,3615743153,1.131810665,71.24034882,95.43256378,145.5448303,24.78139877,11607.11672
2019-01-04,4998030,966,6463332,2543644,79127034072.0,10967309421,13253882.98,12618403.5,5290468.597,15677535.17,17420174.14,17226531.3,16419921.16,17458329.92,17437861.16,17310712.98,16727974.05,17459996.03,17454904.0,17406149.85,17145412.65,17277964.29,15777257.4,17463167.33,13893060.69,15.08747135,17458329.92,4329,3606,5063,4826,4569,4012,2903,1178,56,2905,1180,592,198,10,291457366.0,291457366.0,291316900.0,5.2e-05,291244898.5,291244898.5,291244898.5,291244898.5,291244898.5,291244898.5,291244898.5,291124478.5,124702956.8,291244898.5,99.884168,291582545.1,291580724.6,291567850.4,291541822.7,291315419.1,289639133.5,291582643.1,291582642.0,291582618.8,291582121.5,291574946.7,291558925.1,291484793.1,290779768.8,285069619.6,291582123.5,291574966.7,291485792.6,290779768.8,285169618.7,234247711.4,284456496.2,291582643.1,291244898.5,90721524720.0,3157857942,99941295988.0,3539043167,3602265109,1.139107823,71.02577972,95.14237976,151.7718506,24.7425251,11609.10067
2019-01-05,5005419,968,6474689,2545280,79115437458.0,10975096775,13257060.54,12621551.77,5291884.082,15681227.22,17422109.48,17228128.62,16421434.76,17460368.65,17439845.85,17312412.74,16729515.38,17462030.31,17456902.4,17407719.5,17145522.25,17279662.41,15778679.54,17465204.83,13891549.83,15.02135519,17460368.65,4391,3655,5138,4901,4637,4066,2940,1203,57,2877,1153,574,194,11,290904705.9,290904705.9,291142248.7,5.31e-05,291214025.1,291214025.1,291214025.1,291214025.1,291214025.1,291214025.1,291214025.1,291093595.7,105649025.0,291214025.1,99.875784,291576110.3,291574262.8,291561094.1,291535442.6,291303376.4,289649312.5,291576209.9,291576208.7,291576184.9,291575680.2,291568455.5,291551471.4,291475375.8,290755390.6,285109081.5,291575617.2,291567955.5,291470374.9,290725376.4,284709059.9,245487284.3,284506859.5,291576209.9,291214025.1,90270422415.0,3149475493,99610046969.0,3527380031,3595775454,1.139107823,71.02577972,95.14237976,151.7718506,24.7425251,12318.35543
2019-01-06,5009449,966,6480117,2545981,79097796325.0,10982293697,13257994.69,12623164.13,5289427.394,15683089.18,17423850.58,17229642.06,16423113.97,17462128.84,17441604.81,17313990.52,16731360.86,17463824.52,17458979.52,17412175.82,17163771.8,17281373.43,15780893.42,17466967.33,13888467.44,14.94062475,17462128.84,4445,3694,5230,4991,4723,4141,2999,1234,58,3001,1237,620,198,11,302569276.9,302569276.9,302415308.8,5.29e-05,302341372.8,302341372.8,302341372.8,302341372.8,302341372.8,302341372.8,302341372.8,302205561.7,125154933.5,302341372.8,99.877708,302711454.1,302709452.0,302695917.6,302666747.3,302410393.6,300527871.5,302711563.6,302711562.4,302711538.1,302711028.7,302703687.6,302686950.7,302608076.5,301837911.6,296226561.6,302711030.7,302703717.6,302609075.9,301837911.6,296326560.7,246287676.3,295625539.0,302711563.7,302341372.8,89772072151.0,3130211201,99276324846.0,3512260266,3587497409,1.139107823,71.02577972,95.14237976,151.7718506,24.7425251,11822.56819
2019-01-07,5011391,968,6482061,2546879,79050037992.0,10989442727,13260837.97,12626792.24,5286565.494,15684652.22,17425600.38,17231277.83,16424588.26,17463890.85,17443353.67,17315669.4,16733094.38,17465582.47,17460689.98,17413474.33,17162389.13,17283041.65,15781766.24,17468729.83,13887342.39,14.85822358,17463890.85,4531,3760,5335,5096,4821,4227,3067,1261,63,3001,1211,612,203,11,314840633.2,314840633.2,314868304.6,5.31e-05,314873963.5,314873963.5,314873963.5,314873963.5,314873963.5,314873963.5,314873963.5,314738122.5,135203555.0,314873963.5,99.863048,315305664.5,315303510.6,315289422.5,315261571.6,315003880.8,313124746.5,315305780.2,315305779.0,315305754.2,315305235.6,315297771.8,315281051.9,315202212.0,314403915.2,308829322.6,315305169.6,315297271.8,315198212.0,314403915.2,308429312.5,255987966.8,307791786.8,315305780.3,314873963.5,89325223844.0,3133165326,98985855636.0,3510744879,3585987317,1.141044497,70.91848755,95.02444458,153.5788269,24.63562584,11694.9196
2019-01-08,5012198,968,6480074,2544587,79016171756.0,10997959641,13259673.36,12627608.6,5281909.211,15685800.28,17427756.24,17233390.08,16427497.67,17465999.95,17445477.75,17317702.14,16736083.24,17467691.01,17462749.84,17415238.57,17160512.47,17285462.56,15784760.57,17470842.33,13888660.59,14.79499475,17465999.95,4601,3791,5446,5204,4914,4298,3118,1273,61,3121,1275,626,206,11,324799632.0,324799632.0,324628258.0,5.35e-05,324564645.5,324564645.5,324564645.5,324564645.5,324564645.5,324564645.5,324564645.5,324428804.5,139868144.3,324564645.5,99.873892,324974337.3,324972078.5,324957456.4,324930130.0,324660602.4,322558391.3,324974464.3,324974463.1,324974437.5,324973913.4,324966281.6,324950252.7,324874304.5,324046966.1,318518221.3,324973916.4,324966301.6,324875304.0,324046966.1,318518221.3,260478446.8,317805999.1,324974464.4,324564645.5,88878585175.0,3143824054,98693480288.0,3507763077,3583740318,1.147973776,70.82907104,94.95191193,154.9679871,24.71337128,11887.61597
2019-01-09,5011582,976,6480759,2546399,79019985305.0,11006266771,13265519.34,12634232.75,5277910.188,15692446.41,17429758.75,17235407.75,16428989.17,17468047.57,17447496.44,17319753.3,16737749.93,17469744.18,17464839.06,17417645.75,17166462.6,17287495.14,15790019.08,17472892.33,13889934.59,14.74624984,17468047.57,4668,3815,5556,5308,5010,4364,3160,1277,60,3163,1280,612,204,12,342383071.9,342383071.9,342318889.1,5.12e-05,342268109.1,342268109.1,342268109.1,342268109.1,342268109.1,342268109.1,342268109.1,342132172.2,160063577.6,342268109.1,99.780919,343019458.8,343016989.2,343002403.5,342972449.7,342703901.0,340519384.3,343019599.6,343019598.3,343019571.5,343019037.0,343011253.8,342994149.8,342919592.4,342159386.9,336684684.9,343019040.0,343011283.8,342919592.4,342159386.9,336684684.9,285551645.7,336184663.3,343019599.7,342268109.1,88426592114.0,3159558754,98402188881.0,3507261447,3582732263,1.145606637,70.92745972,94.89752197,156.2309113,24.48013687,12032.52278
2019-01-10,5008851,968,6477343,2548197,78290426949.0,11013433006,13270071.9,12638479.17,5411088.886,15695616.25,17431685.7,17237488.96,16430215.57,17469997.27,17449416.19,17321863.4,16739403.76,17471642.69,17466289.32,17415557.08,17145710.71,17289489.68,15789467.9,17474842.33,13883437.34,14.71506932,17469997.27,4782,3890,5706,5447,5142,4481,3233,1306,61,3236,1309,633,208,13,344973858.3,344973858.3,344889413.7,5.14e-05,344833698.1,344833698.1,344833698.1,344833698.1,344833698.1,344833698.1,344833698.1,344697753.9,141191056.8,344833698.1,96.900156,355864804.7,355862151.2,355847021.6,355816458.9,355497784.0,353326480.7,355864957.2,355864955.8,355864928.4,355864377.6,355856414.0,355839348.0,355763061.3,354978781.0,349366900.6,355864380.6,355856444.0,355763061.3,354978781.0,349366900.6,296310642.6,348966890.5,355864957.2,344833698.1,87980434953.0,3172926380,98115692314.0,3501781487,3579227698,1.155494928,70.78438568,94.82497406,156.6777802,24.6259079,12462.01907
2019-01-11,5013651,967,6483727,2549464,78218439361.0,11020226038,13271328.27,12639581.41,5413405.71,15696667.65,17433474.68,17238949.96,16431367.38,17471845.71,17451226.52,17323479.99,16740729.0,17473491.47,17468127.72,17417284.87,17147017.57,17291184.12,15791842.61,17476692.33,13885436.0,14.68627512,17471845.71,4890,3970,5828,5569,5258,4582,3304,1342,65,3308,1348,647,220,12,352034191.5,352034191.5,351712738.9,5.17e-05,351581975.4,351581975.4,351581975.4,351581975.4,351581975.4,351581975.4,351581975.4,351446011.5,144400458.8,351581975.4,97.822399,359408300.3,359405577.9,359390270.2,359358072.5,359051940.0,356687048.1,359408458.4,359408457.0,359408428.9,359407864.6,359399786.8,359381726.8,359311339.0,358476843.7,352703834.2,359407868.6,359399846.8,359314336.7,358476843.7,352803736.1,288048996.3,351980069.0,359408458.4,351581975.4,87485548720.0,3194012705,97769529969.0,3514509298,3584852655,1.151012897,70.92745972,95.03353882,156.1046295,24.64534378,12555.56813
2019-01-12,5024805,967,6499494,2551722,78188216817.0,11026528147,13272517.78,12640707.55,5413970.242,15698273.57,17435077.69,17239919.85,16432174.63,17473570.56,17452888.31,17324651.42,16741615.09,17475215.33,17469838.51,17418751.39,17147608.13,17292455.62,15793308.93,17478417.33,13886390.7,14.64631677,17473570.56,4953,4011,5907,5646,5332,4641,3337,1360,67,3265,1304,638,215,13,360907493.6,360907493.6,361023548.4,5.14e-05,361028960.3,361028960.3,361028960.3,361028960.3,361028960.3,361028960.3,361028960.3,360892996.4,153158028.1,361028960.3,99.879803,361463265.8,361460490.9,361445225.0,361412651.5,361099386.5,358673703.1,361463429.1,361463427.7,361463399.1,361462824.7,361454701.1,361436644.0,361367740.6,360472607.6,354893074.9,361462752.7,361454141.1,361359740.6,360442602.6,354493053.4,304077851.5,354069038.1,361463429.1,361028960.3,86991314502.0,3204166429,97424774231.0,3509535689,3581653545,1.151012897,70.92745972,95.03353882,156.1046295,24.64534378,12198.77073
2019-01-13,5032863,963,6510404,2554060,78146472668.0,11032585789,13274473.84,12643721.88,5412690.832,15701402.82,17436727.56,17241149.81,16432823.27,17475281.2,17454576.84,17326007.54,16742675.43,17476911.62,17471395.96,17419192.48,17142715.74,17293790.32,15793909.29,17480129.83,13888876.38,14.62012588,17475281.2,5019,4060,5984,5722,5405,4710,3386,1371,66,3390,1375,671,217,13,368778547.9,368778547.9,368448961.2,5.14e-05,368307846.0,368307846.0,368307846.0,368307846.0,368307846.0,368307846.0,368307846.0,368099645.4,141205206.8,368307846.0,99.915496,368619175.0,368616274.9,368600764.5,368567074.4,368245260.4,365724402.0,368619344.5,368619343.1,368619314.3,368618732.7,368610486.4,368592580.5,368520958.2,367598988.2,362046030.4,368618736.7,368610526.4,368522956.9,367598988.2,362145932.4,308779925.2,361324014.0,368619344.5,368307846.0,86482099387.0,3208133011,97081487805.0,3488674842,3570453638,1.151012897,70.92745972,95.03353882,156.1046295,24.64534378,11548.15203
2019-01-14,5041564,962,6521515,2555549,78129048337.0,11039489210,13287795.0,12657317.61,5424658.669,15703266.72,17438526.51,17242525.76,16433798.02,17477139.76,17456409.83,17327430.38,16744108.38,17478796.35,17473461.1,17422682.86,17152621.26,17295502.78,15794782.73,17481992.33,13900563.69,14.609834,17477139.76,5185,4211,6174,5906,5576,4866,3513,1481,68,3443,1423,714,224,13,360751873.4,360751873.4,360973039.4,5.29e-05,360989470.3,360989470.3,360989470.3,360989470.3,360989470.3,360989470.3,360989470.3,360406196.7,143680545.9,360989470.3,99.893035,361375847.3,361372975.3,361357299.0,361318840.6,360955081.5,358297613.6,361376017.0,361376015.5,361375986.3,361375391.6,361367088.3,361347331.4,361260870.1,360250207.8,354405096.7,361375321.6,361366508.3,361246869.3,360220202.8,353905066.5,308589757.5,353696773.7,361376017.0,360989470.3,85946922876.0,3216480648,96722969010.0,3472575831,3561550366,1.146013618,70.86485291,95.06982422,154.7251282,24.64534378,11875.30205
2019-01-15,5045479,961,6527489,2553995,78179369757.0,11045476039,13368916.75,12737935.72,5506396.932,15704364.99,17440112.3,17243743.28,16435560.19,17478789.75,17458023.71,17328702.85,16745963.72,17480434.51,17474999.26,17423342.89,17149556.17,17297110.43,15799791.09,17483642.33,13982044.85,14.60959959,17478789.75,5189,4201,6198,5927,5592,4863,3485,1414,70,3488,1417,693,226,12,356773913.9,356773913.9,356528780.5,5.35e-05,356447480.2,356447480.2,356447480.2,356447480.2,356447480.2,356447480.2,356447480.2,355913418.1,147852191.0,356447480.2,99.858147,356953657.6,356950762.9,356935135.2,356903711.6,356548354.4,354013375.8,356953828.2,356953826.7,356953796.9,356953190.8,356944713.4,356926275.9,356850265.5,355889661.6,350183733.8,356953193.8,356944743.4,356852264.1,355889661.6,350183733.8,300699028.4,349226941.1,356953828.2,356447480.2,85444296381.0,3232851221,96394962856.0,3465227036,3556972369,1.147288918,70.87380981,95.09703827,157.7464142,24.73280907,11597.69646
2019-01-16,5054811,961,6538778,2557581,78161320923.0,11051561552,13373648.34,12744061.43,5506873.171,15707528.88,17441727.84,17244738.02,16435786.68,17480452.92,17459666.48,17329909.39,16746632.25,17482100.58,17476689.82,17425218.65,17151613.25,17298115.17,15800331.02,17485304.83,13982792.79,14.53155986,17480452.92,5291,4294,6318,6042,5700,4959,3548,1458,59,3551,1458,696,217,11,317573070.1,317573070.1,317571796.3,5.59e-05,317569444.9,317569444.9,317569444.9,317569444.9,317569444.9,317569444.9,317569444.9,317035367.0,123212147.7,317569444.9,89.938015,353097952.5,353095047.4,353078765.9,353045066.4,352711852.2,350170246.1,353098123.7,353098122.2,353098091.9,353097469.5,353088915.6,353069384.4,352992299.1,351969667.3,346153593.8,353097472.5,353088915.6,352992299.1,351969667.3,346153593.8,301023061.8,346551101.1,353098123.8,317569444.9,84928154483.0,3247394868,96056195167.0,3455099558,3550970548,1.141682863,70.9006424,95.05167389,157.7172699,24.76196289,10689.63473
2019-01-17,5060715,961,6547185,2558891,78120040383.0,11057427651,13375208.66,12745766.49,5505947.006,15708902.96,17443239.15,17245940.41,16436537.24,17482040.36,17461209.84,17331220.77,16747723.9,17483692.98,17478315.28,17427067.06,17154605.49,17299574.08,15801154.79,17486892.33,13983390.5,14.48018966,17482040.36,5391,4374,6448,6165,5815,5060,3624,1504,64,3627,1508,720,226,11,313809160.6,313809160.6,313614661.4,5.56e-05,313461185.4,313461185.4,313461185.4,313461185.4,313461185.4,313461185.4,313461185.4,312926908.6,159611591.5,313461185.4,86.11885,363986552.0,363983500.7,363966888.9,363929611.1,363558879.1,360988428.1,363986730.2,363986728.6,363986697.7,363986062.4,363977405.4,363956902.8,363872684.8,362900168.4,356782792.5,363986065.4,363977445.4,363874683.5,362900168.4,356982694.0,314462995.2,356782792.5,363986730.2,313461185.4,84406167532.0,3254115069,95726972379.0,3441209399,3543036976,1.139808893,70.82014465,95.02444458,158.9607544,24.76196289,11096.56155
2019-01-18,5068182,967,6556154,2558817,78086824081.0,11063726772,13376811.37,12745754.88,5501682.212,15711076.42,17444909.63,17247321.11,16437642.23,17483764.16,17462899.9,17332583.3,16748998.8,17485412.08,17479994.77,17428366.17,17154447.86,17301267.22,15802472.12,17488617.33,13984452.03,14.43699613,17483764.16,5513,4495,6576,6290,5936,5171,3703,1548,68,3621,1493,723,233,10,321996600.4,321996600.4,322068726.7,5.88e-05,322154669.7,322154669.7,322154669.7,322154669.7,322154669.7,322154669.7,322154669.7,321620253.1,273485447.4,322154669.7,92.513274,348225175.9,348222179.2,348205330.1,348167460.5,347839166.4,345221789.4,348225348.8,348225347.3,348225316.0,348224665.7,348215930.3,348194618.3,348110873.2,347090488.7,340714118.4,348224583.7,348215380.3,348100872.4,347060483.7,340314096.8,293025423.2,340414108.3,348225348.9,322154669.7,83890988528.0,3267194759,95404515934.0,3433450155,3538124843,1.13926363,70.76652527,94.88841248,160.5344849,24.83970642,10082.34822
2019-01-19,5069328,966,6560646,2558280,78061881524.0,11069921062,13376288.21,12746799.1,5501373.643,15712187.6,17446491.51,17248773.82,16439166.6,17485426.37,17464524.15,17334059.7,16750603.18,17487085.7,17481756.35,17430774.96,17159963.92,17303034.59,15804047.17,17490279.83,13983959.65,14.40107191,17485426.37,5574,4541,6650,6364,6002,5226,3735,1542,66,3738,1544,739,236,10,322256375.3,322256375.3,322132593.5,5.97e-05,322151552.5,322151552.5,322151552.5,322151552.5,322151552.5,322151552.5,322151552.5,321617126.9,273378877.4,322151552.5,92.513485,348221009.2,348217946.7,348200861.7,348163826.5,347833974.5,345215830.4,348221184.7,348221183.1,348221151.4,348220489.9,348211610.0,348190799.9,348113981.2,347086005.7,340593156.9,348220492.9,348211630.0,348113981.2,347086005.7,340593156.9,296596032.3,340593156.9,348221184.8,322151552.5,83380106792.0,3272985179,95081076237.0,3417925396,3529282305,1.13926363,70.76652527,94.88841248,160.5344849,24.83970642,10261.75453
2019-01-20,5077201,965,6570984,2560064,78029577597.0,11076916503,13377041.01,12747957.85,5494596.771,15713699.52,17448401.62,17250237.1,16440014.42,17487390.8,17466469.12,17335674.07,16752047.38,17489026.66,17483512.9,17430983.15,17153539.1,17304464.76,15803261.07,17492242.33,13984997.85,14.37626932,17487390.8,5629,4588,6727,6440,6075,5278,3772,1557,67,3688,1501,731,231,10,321982020.6,321732118.9,322031149.1,5.99e-05,322108798.3,322108798.3,322108798.3,322108798.3,322108798.3,322108798.3,322108798.3,321574372.8,272544042.1,322108798.3,92.502545,348215970.5,348212877.4,348195755.4,348158282.9,347807818.8,345219838.9,348216147.5,348216145.9,348216113.6,348215444.2,348206500.4,348185967.3,348105800.3,347048384.9,340695691.4,348215360.2,348205940.4,348097799.9,347018379.9,340295669.8,299358223.5,340695691.4,348216147.6,321858798.2,82941245408.0,3264842070,94774496986.0,3405033417,3521696217,1.13926363,70.76652527,94.88841248,160.5344849,24.83970642,10971.50345
2019-01-21,5077172,968,6571209,2560836,78001068156.0,11083617205,13378272.36,12749996.24,5498905.418,15715787.58,17450270.47,17252125.38,16441116.09,17489262.29,17468341.85,17337581.32,16753760.93,17490900.32,17485373.62,17432831.97,17155309.12,17306515.03,15805220.71,17494117.33,13986055.1,14.36901989,17489262.29,5701,4652,6802,6516,6149,5348,3828,1590,69,3831,1592,774,245,10,324958050.5,324958050.5,324813171.5,6.04e-05,324721060.3,324721060.3,324721060.3,324721060.3,324721060.3,324721060.3,324721060.3,324186461.1,304533097.2,324721060.3,93.321167,347960599.8,347957487.1,347940234.2,347900134.7,347545854.3,344885097.9,347960778.4,347960776.8,347960744.3,347960068.3,347951027.8,347930191.9,347845913.1,346816226.6,340055103.3,347960071.3,347951047.7,347847911.8,346826226.5,340155054.2,285646376.1,339955103.3,347960778.5,324721060.3,82472489727.0,3271292363,94448078428.0,3395837596,3515914608,1.13655746,70.76652527,94.88841248,160.5344849,24.83970642,10871.78906
2019-01-22,5079078,966,6576304,2560693,77846741806.0,11089504674,13379308.41,12750948.16,5502936.065,15717217.96,17451804.63,17253550.63,16442542.56,17490886.77,17469918.18,17339045.31,16755446.11,17492532.81,17487060.58,17434844.36,17159328.23,17308136.51,15806762.5,17495742.33,13986732.26,14.34603166,17490886.77,5792,4731,6904,6617,6246,5434,3891,1616,69,3804,1558,755,246,10,329681339.6,329681339.6,329714579.0,6.16e-05,329708866.4,329708866.4,329708866.4,329708866.4,329708866.4,329708866.4,329708866.4,329079332.5,307737197.2,329708866.4,95.23425,346208105.9,346204981.8,346187459.9,346146804.3,345793361.8,343131666.5,346208286.7,346208285.1,346208252.2,346207564.3,346198350.5,346176866.4,346091628.8,345068940.3,338191118.7,346207477.3,346197770.5,346084628.8,345048940.3,337991118.5,284149123.1,338191118.7,346208286.8,329708866.4,81996603772.0,3278389514,94123066747.0,3379317932,3506418886,1.136932135,70.89170074,94.92471313,157.318924,24.83970642,11063.95289
2019-01-23,5090609,963,6588638,2563780,77808824375.0,11096067975,13380643.52,12746478.65,5501010.605,15718928.13,17453707.48,17254589.48,16443194.89,17492714.8,17471838.7,17340318.85,16756222.43,17494353.29,17488887.61,17436370.25,17158545.22,17308745.58,15804423.67,17497567.33,13985972.4,14.32223787,17492714.8,5879,4802,7005,6713,6342,5523,3960,1666,67,3963,1667,789,249,9,312741481.2,312741481.2,312706534.3,6.2e-05,312692332.4,312692332.4,312692332.4,312692332.4,312692332.4,312692332.4,312692332.4,311683096.5,288492254.3,312692332.4,89.428306,349656816.3,349653620.5,349635814.5,349593737.7,349216533.3,346465200.7,349657002.0,349657000.3,349656967.3,349656271.2,349646955.8,349624152.4,349539258.8,348511335.2,341616751.9,349656274.2,349646965.8,349539258.8,348511335.2,341616751.9,300058048.6,341916002.2,349657002.1,312692332.4,81525187273.0,3287102096,93808233746.0,3366229893,3498577623,1.136402369,70.96321869,94.86119843,157.522934,24.78139877,11012.40894
2019-01-24,5083782,964,6582827,2561111,77789674748.0,11103373704,13380931.93,12746886.93,5499214.539,15720371.89,17455703.15,17256981.33,16446207.42,17494738.21,17473847.49,17342647.88,16759171.77,17496380.02,17490926.8,17438524.76,17161878.47,17311459.28,15808689.46,17499592.33,13986889.87,14.2949471,17494738.21,5976,4884,7111,6815,6434,5602,4026,1699,74,4028,1701,793,251,9,320279015.1,320279015.1,320165364.2,6.5e-05,320099673.2,320099673.2,320099673.2,320099673.2,320099673.2,320099673.2,320099673.2,319077361.6,295776963.3,320099673.2,94.107419,340142683.8,340139585.8,340121273.2,340079765.2,339695390.2,336946959.5,340142867.9,340142866.2,340142832.6,340142131.7,340132676.5,340108769.8,340023079.0,338988314.9,332438942.8,340142133.7,340132696.5,340024078.4,338988314.9,332538893.7,281343611.7,332138932.7,340142868.0,320099673.2,80994982530.0,3251561149,93493888392.0,3352319682,3490271022,1.138822436,71.11521912,95.00631714,158.5429993,24.92717171,10796.0063
2019-01-25,5098363,964,6601050,2563375,77742785221.0,11109605670,13382112.34,12745971.0,5499608.232,15721816.34,17457310.02,17257574.08,16445276.08,17496461.43,17475509.39,17343466.04,16759420.36,17498103.84,17492635.66,17440044.41,17162118.49,17312465.42,15810632.03,17501317.33,13987707.36,14.2822945,17496461.43,6056,4942,7206,6912,6526,5676,4070,1723,70,3975,1664,775,246,8,322747877.4,322747877.4,322848878.6,6.51e-05,322907950.5,322907950.5,322907950.5,322907950.5,322907950.5,322907950.5,322907950.5,321881405.9,297421010.1,322907950.5,94.219022,342720362.8,342717225.6,342698724.3,342656183.5,342275670.0,339498321.2,342720550.9,342720549.2,342720514.8,342719799.3,342710208.3,342685262.2,342594187.7,341548293.0,335034890.3,342719704.3,342709618.3,342586186.8,341518288.0,334634868.7,276772233.3,335234743.2,342720551.0,322907950.5,80469349184.0,3249236486,93184473238.0,3335720874,3480557677,1.131349683,71.034729,94.96095276,160.4373627,24.72308922,10512.99224
