date,AdrBal1in1MCnt,AdrBal1in100KCnt,AdrBalUSD1Cnt,AdrBalUSD10Cnt,AdrBalUSD100Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AdrBalUSD10MCnt,CapMrktFFUSD,CapRealUSD,RevAllTimeUSD,SplyActEver,SplyAdrBal1in1B,SplyAdrBal1in100M,SplyAdrBal1in10M,SplyAdrBal1in100K,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD1K,SplyAdrBalUSD10K,SplyAdrBalUSD100K,SplyAdrBalUSD1M,SplyAdrBalUSD10M,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyMiner0HopAllUSD,total_balance,fish_pct,usdc_AdrBal1in10BCnt,usdc_AdrBal1in100MCnt,usdc_AdrBalCnt,usdc_AdrBalNtv0.001Cnt,usdc_AdrBalNtv0.01Cnt,usdc_AdrBalNtv0.1Cnt,usdc_AdrBalNtv10Cnt,usdc_AdrBalNtv100Cnt,usdc_AdrBalNtv10KCnt,usdc_AdrBalNtv100KCnt,usdc_AdrBalNtv1MCnt,usdc_AdrBalUSD1Cnt,usdc_AdrBalUSD100Cnt,usdc_AdrBalUSD10KCnt,usdc_AdrBalUSD100KCnt,usdc_AdrBalUSD1MCnt,usdc_AdrBalUSD10MCnt,usdc_CapRealUSD,usdc_SER,usdc_SplyAct10yr,usdc_SplyAct90d,usdc_SplyAct7d,usdc_SplyAdrBal1in1B,usdc_SplyAdrBal1in10M,usdc_SplyAdrBal1in1M,usdc_SplyAdrBal1in10K,usdc_SplyAdrBal1in1K,usdc_SplyAdrBalNtv0.01,usdc_SplyAdrBalNtv100K,usdc_SplyAdrBalUSD1,usdc_SplyAdrBalUSD1K,usdc_SplyAdrBalUSD1M,usdc_SplyAdrTop100,usdc_SplyFF,SME_5_close-price,SME_10_close-price,SME_14_close-price,SME_20_close-price,SME_30_close-price,SME_100_close-price,SME_10_market-cap,SME_14_market-cap,SME_20_market-cap,SME_30_market-cap,SME_100_market-cap,SME_200_market-cap,EMA5_close-price,EMA10_close-price,EMA14_close-price,EMA20_close-price,EMA30_close-price,EMA50_close-price,EMA100_close-price,EMA200_close-price,EMA5_market-cap,EMA10_market-cap,EMA14_market-cap,EMA20_market-cap,EMA30_market-cap,EMA50_market-cap,EMA100_market-cap,EMA200_market-cap,bol_upper_band,price_7d
2019-01-01,106087,9232,14535957,9397407,4329351,1506124,6368,601,52934765398.0,79227580206.0,10945273365,15672691.7,17414457.48,17221109.77,16415046.28,10006975.12,17452644.65,17432140.79,17305093.5,16721758.08,15258278.95,17449202.5,17400241.67,17139243.92,16183591.57,14233116.99,9396350.962,5377460.548,17272799.78,15775789.21,17457479.83,6871978899.0,17452644.65,25.01942684,4060,2073,4707,4476,4244,3739,1079,548,197,60,19,2637,535,194,58,19,9,257918561.9,5.39e-05,257922894.9,257796320.7,96882518.11,262753304.9,262739647.0,262720482.4,260943593.6,252976462.4,262753386.0,256614122.9,262752837.8,262664190.0,244618446.0,259618174.5,257922894.9,3744.515742,3818.754599,3817.314023,3666.849988,3656.632477,5307.000805,66694242507.0,66623103308.0,63964188307.0,63740995409.0,92137864295.0,104003000000.0,3759.285702,3763.219119,3756.566688,3774.012877,3884.20754,4221.87733,4954.824975,5856.190947,65735431212.0,65758951450.0,65606621771.0,65867927884.0,67730127645.0,73503969289.0,85968113941.0,100957000000.0,4208.863939,6222.042843
2019-01-02,106185,9239,14571812,9432237,4368911,1524839,6478,612,54178938590.0,79225003379.0,10952702142,15674352.71,17416418.89,17222959.11,16416626.39,10009793.19,17454532.9,17434097.63,17307053.7,16723998.81,15258610.03,17451202.55,17403175.11,17145729.46,16194113.86,14257824.25,9426523.493,5408138.054,17274270.27,15776149.62,17459367.33,7035905610.0,17454532.9,25.01030646,4141,2081,4840,4607,4367,3846,1124,575,194,57,19,2786,577,194,57,19,10,284242364.9,5.14e-05,284161582.0,284034963.6,121013112.1,287461246.8,287446944.7,287425775.9,285497289.4,277227412.7,287461337.0,281248935.3,287460841.7,287373943.0,270911423.0,284374919.5,284161582.0,3785.827817,3802.124247,3827.206109,3684.658197,3645.621501,5277.833153,66428478830.0,66799390144.0,64279694578.0,63554461187.0,91639728784.0,103786000000.0,3770.945219,3768.863689,3761.59303,3775.94158,3878.404747,4205.10819,4931.843575,5835.674263,65886437118.0,65837041901.0,65684198726.0,65898453698.0,67630664502.0,73217086138.0,85576437406.0,100611000000.0,4218.367375,6225.913486
2019-01-03,106326,9237,14521878,9378559,4323767,1502981,6359,597,52597351238.0,79150349338.0,10960106567,15675869.77,17418366.1,17224854.27,16418429.74,10001923.9,17456468.9,17436033.32,17308972.77,16726279.92,15259578.62,17452993.11,17403905.98,17141728.56,16183742.24,14227847.22,9387546.655,5361839.829,17276152.65,15775104.83,17461304.83,6831634278.0,17456468.9,25.06076942,4259,2143,4970,4734,4490,3950,1168,583,197,58,18,2869,585,198,58,18,10,286915607.5,5.24e-05,286864670.3,286738004.0,120550700.7,287225648.0,287211080.1,287187714.6,285234917.6,277199669.0,287225740.4,281015858.5,287225235.2,287130484.1,269417129.4,284087182.8,286864670.3,3789.378035,3795.179691,3840.379083,3713.534998,3645.399266,5250.593001,66324797438.0,67033658481.0,64795945543.0,63559600121.0,91175911834.0,103570000000.0,3804.687541,3787.647052,3776.336917,3785.106399,3878.002646,4192.051876,4910.859983,5816.136929,66472059742.0,66165453372.0,65945412894.0,66064630012.0,67631480017.0,72998506485.0,85221325873.0,100283000000.0,4220.202744,6258.746876
2019-01-04,106345,9240,14554048,9407528,4342605,1511099,6409,602,53176031495.0,79127034072.0,10967309421,15677535.17,17420174.14,17226531.3,16419921.16,10002970.17,17458329.92,17437861.16,17310712.98,16727974.05,15260802.21,17454904.0,17406149.85,17145412.65,16189377.05,14237268.44,9400606.279,5375503.901,17277964.29,15777257.4,17463167.33,6910357761.0,17458329.92,25.04920293,4329,2155,5063,4826,4569,4012,1178,590,198,56,18,2905,592,198,57,18,10,291316900.0,5.2e-05,291244898.5,291124478.5,124702956.8,291582545.1,291567850.4,291541822.7,289639133.5,281262114.0,291582642.0,285069619.6,291582123.5,291485792.6,274146534.3,288393816.7,291244898.5,3789.044408,3770.633247,3819.766838,3741.529931,3639.827032,5223.945144,65890393650.0,66701046391.0,65292134197.0,63470604664.0,90721524720.0,103351000000.0,3795.300297,3785.625007,3776.362102,3784.2892,3871.455753,4175.756736,4888.39792,5795.842291,66288802689.0,66121241592.0,65942329653.0,66051073685.0,67521209602.0,72721007743.0,84839166719.0,99941295988.0,4191.268822,5779.187068
2019-01-05,106336,9242,14561237,9413585,4335806,1506219,6377,598,52768635035.0,79115437458.0,10975096775,15681227.22,17422109.48,17228128.62,16421434.76,10003847.82,17460368.65,17439845.85,17312412.74,16729515.38,15261639.05,17456902.4,17407719.5,17145522.25,16188201.04,14232123.79,9393315.562,5365876.686,17279662.41,15778679.54,17465204.83,6851898602.0,17460368.65,25.05213966,4391,2184,5138,4901,4637,4066,1203,589,197,57,17,2877,574,194,53,17,11,291142248.7,5.31e-05,291214025.1,291093595.7,105649025.0,291576110.3,291561094.1,291535442.6,289649312.5,280762409.4,291576208.7,285109081.5,291575617.2,291470374.9,274255596.9,288380479.3,291214025.1,3790.152378,3776.242212,3817.555451,3771.194525,3641.946236,5197.469868,66020460166.0,66667659794.0,65816109477.0,63513771180.0,90270422415.0,103113000000.0,3801.956224,3791.014657,3781.549566,3787.239569,3867.830742,4161.619926,4867.147824,5776.135085,66409458304.0,66217519400.0,66036788303.0,66108187576.0,67465052178.0,72482959186.0,84479000438.0,99610046969.0,4149.18382,5750.124984
2019-01-06,106385,9249,14698156,9544092,4446322,1572285,6863,635,56192652805.0,79097796325.0,10982293697,15683089.18,17423850.58,17229642.06,16423113.97,10003742.4,17462128.84,17441604.81,17313990.52,16731360.86,15263130.64,17458979.52,17412175.82,17163771.8,16222150.11,14361649.0,9514717.232,5459542.598,17281373.43,15780893.42,17466967.33,7297837274.0,17462128.84,25.05938445,4445,2188,5230,4991,4723,4141,1234,618,198,58,19,3001,620,198,59,19,11,302415308.8,5.29e-05,302341372.8,302205561.7,125154933.5,302711454.1,302695917.6,302666747.3,300527871.5,291898698.4,302711562.4,296226561.6,302711030.7,302609075.9,285334484.4,299397255.7,302341372.8,3809.107637,3776.81169,3805.179743,3799.707576,3652.631036,5168.295905,66030311527.0,66469437502.0,66317133974.0,63704206337.0,89772072151.0,102870000000.0,3797.073435,3790.340693,3782.317338,3787.246073,3862.635717,4146.941021,4845.764855,5756.34576,66296630078.0,66190874714.0,66041346347.0,66104643390.0,67375111627.0,72231508772.0,84114485056.0,99276324846.0,4073.311459,5743.862429
2019-01-07,106490,9253,14685150,9527013,4430073,1560701,6817,630,55563510723.0,79050037992.0,10989442727,15684652.22,17425600.38,17231277.83,16424588.26,9999206.481,17463890.85,17443353.67,17315669.4,16733094.38,15264097.48,17460689.98,17413474.33,17162389.13,16218119.21,14351948.99,9496970.34,5438082.782,17283041.65,15781766.24,17468729.83,7216885182.0,17463890.85,25.07528527,4531,2197,5335,5096,4821,4227,1261,627,203,63,20,3001,612,203,59,20,11,314868304.6,5.31e-05,314873963.5,314738122.5,135203555.0,315305664.5,315289422.5,315261571.6,313124746.5,303992985.2,315305779.0,308829322.6,315305169.6,315198212.0,297141875.5,311737326.2,314873963.5,3852.958804,3819.393311,3810.315625,3825.07273,3672.797585,5142.083446,66757861672.0,66569726816.0,66764170064.0,64062048205.0,89325223844.0,102646000000.0,3869.22232,3830.918766,3813.144372,3808.79598,3872.370193,4141.708828,4829.28476,5739.004211,67559143152.0,66898746457.0,66580389407.0,66483645858.0,67549889541.0,72147299381.0,83836657021.0,98985855636.0,4077.343226,5569.055251
2019-01-08,106546,9258,14673822,9503809,4415188,1543134,6614,612,55452182767.0,79016171756.0,10997959641,15685800.28,17427756.24,17233390.08,16427497.67,10001367.45,17465999.95,17445477.75,17317702.14,16736083.24,15266775.96,17462749.84,17415238.57,17160512.47,16213561.13,14280008.01,9447223.357,5393194.38,17285462.56,15784760.57,17470842.33,7205698633.0,17465999.95,25.07683054,4601,2207,5446,5204,4914,4298,1273,624,206,61,22,3121,626,206,61,22,11,324628258.0,5.35e-05,324564645.5,324428804.5,139868144.3,324974337.3,324957456.4,324930130.0,322558391.3,313982999.4,324974463.1,318518221.3,324973916.4,324875304.0,308010652.5,321444129.9,324564645.5,3876.458111,3832.918073,3808.006944,3841.767413,3691.62968,5115.919395,66991766672.0,66522284431.0,67058255056.0,64397898715.0,88878585175.0,102422000000.0,3909.37112,3859.782393,3836.680951,3826.021955,3879.93784,4135.746471,4812.6587,5721.597887,68240139793.0,67390271296.0,66983288563.0,66780644640.0,67682292350.0,72047488938.0,83554785259.0,98693480288.0,4091.03911,5802.637513
2019-01-09,106332,9228,14699905,9527742,4430866,1560297,6814,637,55618896096.0,79019985305.0,11006266771,15692446.41,17429758.75,17235407.75,16428989.17,10012106.93,17468047.57,17447496.44,17319753.3,16737749.93,15269472.93,17464839.06,17417645.75,17166462.6,16223699.76,14363188.33,9514996.795,5461166.304,17287495.14,15790019.08,17472892.33,7208163792.0,17468047.57,25.03079015,4668,2177,5556,5308,5010,4364,1277,610,204,60,22,3163,612,204,60,22,12,342318889.1,5.12e-05,342268109.1,342132172.2,160063577.6,343019458.8,343002403.5,342972449.7,340519384.3,331784526.7,343019598.3,336684684.9,343019040.0,342919592.4,326144980.8,339683851.0,342268109.1,3915.8712,3852.457804,3823.322146,3856.059449,3705.731174,5089.394928,67249760258.0,66812897969.0,67311012338.0,64650755636.0,88426592114.0,102248000000.0,3930.777831,3880.474914,3854.935659,3840.076174,3885.979996,4129.387443,4796.043503,5704.204786,68632991165.0,67759075408.0,67308009276.0,67031887428.0,67794318257.0,71944398937.0,83274862658.0,98402188881.0,4100.887588,5683.736867
2019-01-10,106377,9228,14506805,9339883,4274610,1474232,6196,575,50367770236.0,78290426949.0,11013433006,15695616.25,17431685.7,17237488.96,16430215.57,10010654.51,17469997.27,17449416.19,17321863.4,16739403.76,15269016.81,17466289.32,17415557.08,17145710.71,16178228.07,14206376.6,9354829.919,5322298.616,17289489.68,15789467.9,17474842.33,6526417630.0,17469997.27,25.05003809,4782,2191,5706,5447,5142,4481,1306,631,208,61,23,3236,633,208,61,23,13,344889413.7,5.14e-05,344833698.1,344697753.9,141191056.8,355864804.7,355847021.6,355816458.9,353326480.7,344679208.1,355864955.8,349366900.6,355864380.6,355763061.3,339391346.6,352347971.3,344833698.1,3949.262767,3869.707573,3837.651634,3851.915882,3724.011757,5063.228775,67561270145.0,67072671104.0,67262533641.0,64977553302.0,87980434953.0,102068000000.0,3947.927192,3898.975095,3871.907692,3853.614244,3892.18941,4123.616402,4779.928303,5687.070668,68958422076.0,68095476952.0,67614845892.0,67277353758.0,67911412814.0,71852825798.0,83004257139.0,98115692314.0,4084.338674,5745.398169
2019-01-11,106409,9218,14519041,9349520,4277256,1473908,6180,575,50323061481.0,78218439361.0,11020226038,15696667.65,17433474.68,17238949.96,16431367.38,10008208.86,17471845.71,17451226.52,17323479.99,16740729.0,15270487.82,17468127.72,17417284.87,17147017.57,16179268.38,14207809.88,9350890.958,5324983.138,17291184.12,15791842.61,17476692.33,6522499546.0,17471845.71,25.06484548,4890,2233,5828,5569,5258,4582,1342,644,220,65,23,3308,647,220,66,23,12,351712738.9,5.17e-05,351581975.4,351446011.5,144400458.8,359408300.3,359390270.2,359358072.5,356687048.1,347045489.1,359408457.0,352703834.2,359407868.6,359314336.7,341789669.2,355482571.4,351581975.4,3916.570741,3862.839189,3840.233337,3840.796894,3732.179722,5034.221175,67451644253.0,67109650306.0,67072943380.0,65126673622.0,87485548720.0,101858000000.0,3839.900704,3848.951938,3838.833031,3831.731719,3874.877043,4104.017631,4757.035619,5666.541087,67081073611.0,67228367812.0,67043049997.0,66901070227.0,67615604032.0,71518455244.0,82614596139.0,97769529969.0,4094.654197,5766.884277
2019-01-12,106416,9210,14543436,9371541,4283133,1473187,6173,574,50227381752.0,78188216817.0,11026528147,15698273.57,17435077.69,17239919.85,16432174.63,10007289.97,17473570.56,17452888.31,17324651.42,16741615.09,15270143.07,17469838.51,17418751.39,17147608.13,16179213.72,14205550.25,9349809.685,5321267.676,17292455.62,15793308.93,17478417.33,6509834949.0,17473570.56,25.0639436,4953,2249,5907,5646,5332,4641,1360,654,218,67,21,3265,638,215,63,21,13,361023548.4,5.14e-05,361028960.3,360892996.4,153158028.1,361463265.8,361445225.0,361412651.5,358673703.1,348475091.5,361463427.7,354893074.9,361462752.7,361359740.6,342022160.8,357518247.8,361028960.3,3840.436584,3846.697694,3824.406781,3824.410971,3738.671363,5005.557044,67144957184.0,66813828533.0,66786718007.0,65234782114.0,86991314502.0,101639000000.0,3770.883572,3809.66055,3811.368534,3812.790537,3859.26235,4085.540442,4734.774504,5646.305348,65761241822.0,66481678799.0,66520187097.0,66541118610.0,67325666884.0,71189165950.0,82228595785.0,97424774231.0,4087.843349,5718.835988
2019-01-13,106443,9216,14505746,9332019,4247878,1452721,6069,562,48731485380.0,78146472668.0,11032585789,15701402.82,17436727.56,17241149.81,16432823.27,10006792.18,17475281.2,17454576.84,17326007.54,16742675.43,15270048.77,17471395.96,17419192.48,17142715.74,16167144.73,14180118.11,9318536.021,5284268.14,17293790.32,15793909.29,17480129.83,6309433674.0,17475281.2,25.07035509,5019,2255,5984,5722,5405,4710,1371,667,217,66,22,3390,671,217,67,22,13,368448961.2,5.14e-05,368307846.0,368099645.4,141205206.8,368619175.0,368600764.5,368567074.4,365724402.0,355684578.0,368619343.1,362046030.4,368618736.7,368522956.9,350018642.7,364731509.0,368307846.0,3762.19011,3819.32411,3811.566953,3807.251901,3748.798036,4975.75439,66673075528.0,66534237845.0,66498936483.0,65421655538.0,86482099387.0,101435000000.0,3713.401163,3771.25615,3782.977576,3792.375852,3842.434866,4066.43832,4712.272758,5625.928542,64815657357.0,65834916913.0,66040760607.0,66196677640.0,67041719887.0,70865060949.0,81846336233.0,97081487805.0,4082.960506,5812.446485
2019-01-14,106493,9217,14613405,9423288,4316887,1484291,6216,581,50972605218.0,78129048337.0,11039489210,15703266.72,17438526.51,17242525.76,16433798.02,10003130.5,17477139.76,17456409.83,17327430.38,16744108.38,15269069.5,17473461.1,17422682.86,17152621.26,16185036.85,14213511.17,9356170.238,5335679.568,17295502.78,15794782.73,17481992.33,6594101795.0,17477139.76,25.07821017,5185,2388,6174,5906,5576,4866,1481,730,227,68,21,3443,714,224,63,21,13,360973039.4,5.29e-05,360989470.3,360406196.7,143680545.9,361375847.3,361357299.0,361318840.6,358297613.6,347506732.9,361376015.5,354405096.7,361375321.6,361246869.3,342086790.5,357033909.0,360989470.3,3666.638321,3791.254761,3789.145816,3780.944004,3758.104874,4944.500819,66185881560.0,66145392407.0,66038137605.0,65590049985.0,85946922876.0,101216000000.0,3640.878213,3721.179088,3744.69154,3764.13361,3820.073411,4044.061614,4688.184828,5604.733554,63560554539.0,64964995457.0,65375372380.0,65706551093.0,66655179823.0,70480170281.0,81434534504.0,96722969010.0,4070.444428,5660.976661
2019-01-15,106395,9231,14581751,9395036,4287032,1466669,6152,572,50073799564.0,78179369757.0,11045476039,15704364.99,17440112.3,17243743.28,16435560.19,10012712.7,17478789.75,17458023.71,17328702.85,16745963.72,15273807.44,17474999.26,17423342.89,17149556.17,16178392.51,14201797.98,9344510.807,5315690.652,17297110.43,15799791.09,17483642.33,6442182435.0,17478789.75,25.05540797,5189,2348,6198,5927,5592,4863,1414,691,226,70,21,3488,693,226,70,21,12,356528780.5,5.35e-05,356447480.2,355913418.1,147852191.0,356953657.6,356935135.2,356903711.6,354013375.8,343141182.1,356953826.7,350183733.8,356953193.8,356852264.1,335881835.0,352685557.6,356447480.2,3599.802796,3774.532781,3785.968439,3775.387497,3772.307277,4915.090055,65896639662.0,66097943476.0,65958549914.0,65842952872.0,85444296381.0,101032000000.0,3643.268237,3707.882579,3731.805773,3753.077865,3808.975016,4028.53168,4667.588065,5585.264049,63626486546.0,64745605476.0,65159769471.0,65521008186.0,66468287613.0,70216569507.0,81084511060.0,96394962856.0,4070.851411,5652.470222
2019-01-16,106471,9239,14608661,9420141,4305665,1472062,6186,572,50435745892.0,78161320923.0,11051561552,15707528.88,17441727.84,17244738.02,16435786.68,10012445.78,17480452.92,17459666.48,17329909.39,16746632.25,15273371.73,17476689.82,17425218.65,17151613.25,16180944.09,14206571.71,9350924.333,5314836.739,17298115.17,15800331.02,17485304.83,6482677178.0,17480452.92,25.06337931,5291,2404,6318,6042,5700,4959,1458,696,217,59,18,3551,696,217,59,18,11,317571796.3,5.59e-05,317569444.9,317035367.0,123212147.7,353097952.5,353078765.9,353045066.4,350170246.1,341355464.6,353098122.2,346153593.8,353097472.5,352992299.1,333874188.4,349236811.8,317569444.9,3588.593499,3752.58212,3769.792509,3764.696905,3783.999091,4884.919746,65524423315.0,65823683563.0,65777367421.0,66052897087.0,84928154483.0,100814000000.0,3618.112572,3682.413245,3709.938503,3735.432472,3793.415418,4010.463819,4645.810108,5565.189792,63200594414.0,64309824507.0,64784974895.0,65218894087.0,66202514873.0,69908029925.0,80713507081.0,96056195167.0,4074.344382,5703.309497
2019-01-17,106507,9223,14646452,9451593,4323571,1478877,6203,576,50901347122.0,78120040383.0,11057427651,15708902.96,17443239.15,17245940.41,16436537.24,10007284.76,17482040.36,17461209.84,17331220.77,16747723.9,15273910.31,17478315.28,17427067.06,17154605.49,16185096.9,14211462.99,9354872.448,5328701.836,17299574.08,15801154.79,17486892.33,6542908699.0,17482040.36,25.08840461,5391,2433,6448,6165,5815,5060,1504,717,226,64,19,3627,720,226,66,20,11,313614661.4,5.56e-05,313461185.4,312926908.6,159611591.5,363986552.0,363966888.9,363929611.1,360988428.1,351166910.8,363986728.6,356782792.5,363986065.4,363874683.5,344195358.4,359724287.0,313461185.4,3581.553102,3710.994843,3750.183591,3765.194077,3787.046768,4854.365325,64812936874.0,65489826413.0,65785399273.0,66113759000.0,84406167532.0,100584000000.0,3611.290823,3667.001259,3694.966345,3722.310077,3780.785218,3994.274937,4625.05441,5545.612255,63123497907.0,64066093668.0,64542885561.0,65004647497.0,65993920681.0,69635923061.0,80362136741.0,95726972379.0,4073.674734,5681.410635
2019-01-18,106388,9201,14644467,9450990,4317556,1473490,6172,575,50475855042.0,78086824081.0,11063726772,15711076.42,17444909.63,17247321.11,16437642.23,10010526.81,17483764.16,17462899.9,17332583.3,16748998.8,15272863.93,17479994.77,17428366.17,17154447.86,16182225.35,14205931.96,9354405.755,5326459.566,17301267.22,15802472.12,17488617.33,6486412390.0,17483764.16,25.05257478,5513,2520,6576,6290,5936,5171,1548,739,236,68,17,3621,723,233,64,17,10,322068726.7,5.88e-05,322154669.7,321620253.1,273485447.4,348225175.9,348205330.1,348167460.5,345221789.4,334619148.2,348225347.3,340714118.4,348224583.7,348100872.4,324703941.9,343452857.5,322154669.7,3586.062089,3674.126099,3739.073267,3753.522086,3785.886975,4824.23768,64184733533.0,65303955776.0,65588250103.0,66100414548.0,83890988528.0,100360000000.0,3614.520975,3658.63399,3685.10167,3712.659716,3770.475287,3979.63597,4605.171773,5526.461698,63189031826.0,63930458395.0,64379847441.0,64844214370.0,65821416099.0,69388243712.0,80024670660.0,95404515934.0,4065.433903,5693.171986
2019-01-19,106386,9196,14698867,9499282,4348851,1487857,6227,590,51563081831.0,78061881524.0,11069921062,15712187.6,17446491.51,17248773.82,16439166.6,10013213.01,17485426.37,17464524.15,17334059.7,16750603.18,15273421.4,17481756.35,17430774.96,17159963.92,16191980.26,14220506.66,9373944.627,5368682.558,17303034.59,15804047.17,17490279.83,6628180395.0,17485426.37,25.04554368,5574,2527,6650,6364,6002,5226,1542,736,236,66,17,3738,739,236,66,18,10,322132593.5,5.97e-05,322151552.5,321617126.9,273378877.4,348221009.2,348200861.7,348163826.5,345215830.4,334545150.1,348221183.1,340593156.9,348220492.9,348113981.2,326775870.9,343490657.2,322151552.5,3606.454277,3636.546299,3723.539351,3744.502052,3782.888399,4794.391062,63532746779.0,65035959836.0,65391253519.0,66051590485.0,83380106792.0,100109000000.0,3608.945068,3647.572038,3673.460548,3701.720052,3759.33451,3964.661746,4585.223684,5507.270968,63092296674.0,63742888936.0,64182377965.0,64658939323.0,65632861923.0,69133756757.0,79685545031.0,95081076237.0,4063.757175,5683.657525
2019-01-20,106477,9196,14628319,9437436,4295016,1460129,6085,565,49483309799.0,78029577597.0,11076916503,15713699.52,17448401.62,17250237.1,16440014.42,10006515.55,17487390.8,17466469.12,17335674.07,16752047.38,15273339.37,17483512.9,17430983.15,17153539.1,16175915.79,14186016.31,9328573.145,5298761.376,17304464.76,15803261.07,17492242.33,6362017613.0,17487390.8,25.06952061,5629,2551,6727,6440,6075,5278,1557,750,234,67,15,3688,731,231,63,15,10,322031149.1,5.99e-05,322108798.3,321574372.8,272544042.1,348215970.5,348195755.4,348158282.9,345219838.9,334334391.2,348216145.9,340695691.4,348215360.2,348097799.9,324747604.6,343475487.5,321858798.2,3611.762074,3605.782435,3715.48788,3737.745004,3769.8714,4768.793258,62998804546.0,64907308975.0,65280037345.0,65841290609.0,82941245408.0,99874302704.0,3630.825802,3652.483898,3673.610777,3699.135978,3753.866946,3953.286276,4567.19128,5489.035309,63484818306.0,63838702142.0,64194042446.0,64621884298.0,65544926416.0,68943015769.0,79380283972.0,94774496986.0,4056.907948,5685.128451
2019-01-21,106604,9196,14634519,9434846,4294268,1460452,6084,566,49449423602.0,78001068156.0,11083617205,15715787.58,17450270.47,17252125.38,16441116.09,10004867.31,17489262.29,17468341.85,17337581.32,16753760.93,15274965.02,17485373.62,17432831.97,17155309.12,16176829.66,14186056.05,9326178.214,5294406.261,17306515.03,15805220.71,17494117.33,6356797204.0,17489262.29,25.08845294,5701,2596,6802,6516,6149,5348,1590,772,244,69,17,3831,774,245,70,17,10,324813171.5,6.04e-05,324721060.3,324186461.1,304533097.2,347960599.8,347940234.2,347900134.7,344885097.9,334413156.9,347960776.8,340055103.3,347960071.3,347847911.8,323340669.7,342781769.6,324721060.3,3606.035332,3597.314415,3681.605555,3730.076802,3759.636068,4741.329004,62863110068.0,64327684874.0,65157377160.0,65669665609.0,82472489727.0,99622009863.0,3600.273045,3631.880923,3655.685011,3683.900888,3740.015371,3937.046326,4546.834374,5469.63364,62979689503.0,63498834825.0,63897427706.0,64369269784.0,65314249351.0,68669541892.0,79035514624.0,94448078428.0,4060.967597,5646.713821
2019-01-22,106602,9199,14676820,9471233,4312928,1469353,6142,573,50034854083.0,77846741806.0,11089504674,15717217.96,17451804.63,17253550.63,16442542.56,10005053.07,17490886.77,17469918.18,17339045.31,16755446.11,15276045.59,17487060.58,17434844.36,17159328.23,16183083.78,14197151.29,9341340.895,5314481.579,17308136.51,15806762.5,17495742.33,6432265432.0,17490886.77,25.09660675,5792,2655,6904,6617,6246,5434,1616,774,248,69,20,3804,755,246,67,20,10,329714579.0,6.16e-05,329708866.4,329079332.5,307737197.2,346208105.9,346187459.9,346146804.3,343131666.5,331513792.7,346208285.1,338191118.7,346207477.3,346084628.8,324344764.6,340924268.1,329708866.4,3592.706704,3587.129903,3648.843802,3716.913798,3745.317281,4713.490212,62729392692.0,63769275689.0,64937174938.0,65434276235.0,81996603772.0,99370876886.0,3577.183424,3613.539697,3639.060901,3669.339297,3726.530778,3921.123104,4526.718924,5450.343794,62581261163.0,63187120217.0,63615691276.0,64123092136.0,65086517424.0,68399536504.0,78693908483.0,94123066747.0,4057.846265,5458.179415
2019-01-23,106626,9194,14635036,9458537,4310810,1463992,6099,569,49676688946.0,77808824375.0,11096067975,15718928.13,17453707.48,17254589.48,16443194.89,9999585.381,17492714.8,17471838.7,17340318.85,16756222.43,15274933.34,17488887.61,17436370.25,17158545.22,16179416.79,14187102.27,9324538.812,5302970.798,17308745.58,15804423.67,17497567.33,6386936995.0,17492714.8,25.11278461,5879,2702,7005,6713,6342,5523,1666,789,249,67,15,3963,789,249,67,15,9,312706534.3,6.2e-05,312692332.4,311683096.5,288492254.3,349656816.3,349635814.5,349593737.7,346465200.7,334929011.7,349657000.3,341616751.9,349656274.2,349539258.8,327574339.3,344516658.5,312692332.4,3582.763829,3584.412959,3620.106349,3701.868535,3732.972254,4685.917333,62685178862.0,63273822562.0,64679127195.0,65227683943.0,81525187273.0,99117548636.0,3575.211252,3605.853736,3630.021702,3659.999069,3716.513755,3907.403254,4507.799082,5431.646512,62548290820.0,63058980202.0,63464579124.0,63966830993.0,64918506631.0,68167489979.0,78372887525.0,93808233746.0,4040.502523,5429.657028
