date,AdrBal1in1MCnt,AdrBal1in100KCnt,AdrBalUSD1Cnt,AdrBalUSD10Cnt,AdrBalUSD100Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AdrBalUSD10MCnt,CapMrktFFUSD,CapRealUSD,RevAllTimeUSD,SplyActEver,SplyAdrBal1in1B,SplyAdrBal1in100M,SplyAdrBal1in10M,SplyAdrBal1in100K,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD1K,SplyAdrBalUSD10K,SplyAdrBalUSD100K,SplyAdrBalUSD1M,SplyAdrBalUSD10M,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyMiner0HopAllUSD,total_balance,fish_pct,usdc_AdrBal1in10BCnt,usdc_AdrBal1in100MCnt,usdc_AdrBalCnt,usdc_AdrBalNtv0.001Cnt,usdc_AdrBalNtv0.01Cnt,usdc_AdrBalNtv0.1Cnt,usdc_AdrBalNtv10Cnt,usdc_AdrBalNtv100Cnt,usdc_AdrBalNtv10KCnt,usdc_AdrBalNtv100KCnt,usdc_AdrBalNtv1MCnt,usdc_AdrBalUSD1Cnt,usdc_AdrBalUSD100Cnt,usdc_AdrBalUSD10KCnt,usdc_AdrBalUSD100KCnt,usdc_AdrBalUSD1MCnt,usdc_AdrBalUSD10MCnt,usdc_CapRealUSD,usdc_SER,usdc_SplyAct10yr,usdc_SplyAct90d,usdc_SplyAct7d,usdc_SplyAdrBal1in1B,usdc_SplyAdrBal1in10M,usdc_SplyAdrBal1in1M,usdc_SplyAdrBal1in10K,usdc_SplyAdrBal1in1K,usdc_SplyAdrBalNtv0.01,usdc_SplyAdrBalNtv100K,usdc_SplyAdrBalUSD1,usdc_SplyAdrBalUSD1K,usdc_SplyAdrBalUSD1M,usdc_SplyAdrTop100,usdc_SplyFF,SME_5_close-price,SME_10_close-price,SME_14_close-price,SME_20_close-price,SME_30_close-price,SME_100_close-price,SME_10_market-cap,SME_14_market-cap,SME_20_market-cap,SME_30_market-cap,SME_100_market-cap,SME_200_market-cap,EMA5_close-price,EMA10_close-price,EMA14_close-price,EMA20_close-price,EMA30_close-price,EMA50_close-price,EMA100_close-price,EMA200_close-price,EMA5_market-cap,EMA10_market-cap,EMA14_market-cap,EMA20_market-cap,EMA30_market-cap,EMA50_market-cap,EMA100_market-cap,EMA200_market-cap,bol_upper_band,price_7d
2019-05-22,106157,9229,17881269,12164320,6021399,2272873,11482,1204,108000000000.0,81082184058.0,12163439257,15943615.42,17666970.64,17452520.69,16594390.89,10127053.68,17711307.26,17687415.76,17543982.22,16930148.41,15403222.75,17710396.94,17675799.15,17499636.53,16719149.5,15092029.11,10469057.93,6546296.115,17527050.46,16045821.45,17716379.82,13730552477.0,17711307.26,24.87477291,21531,9500,26917,25014,23460,19904,5096,2547,668,155,31,13765,2474,653,148,30,7,359664999.0,0.000200628,359622478.3,352962816.9,134130239.6,360253787.7,360184861.5,360013228.3,349786768.2,319684282.2,360254484.7,338618274.7,360251395.8,359748266.4,306667642.7,331572050.7,359622478.3,7749.594909,7756.589948,7380.03716,6880.639898,6362.154133,4879.931861,137252000000.0,130649000000.0,121807000000.0,112540000000.0,86077469066.0,78966237941.0,7855.489735,7597.630925,7367.092595,7056.87731,6645.874968,6073.260365,5359.076626,5169.430056,139086000000.0,134504000000.0,130411000000.0,124897000000.0,117582000000.0,107370000000.0,94529737459.0,90594251902.0,8892.201909,10431.62484
2019-05-23,106181,9198,17960978,12236181,6084244,2310961,11693,1247,111000000000.0,81228025360.0,12180307195,15945900.75,17668956.3,17454387.03,16595404.89,10123229.24,17713278.71,17689410.26,17545868.91,16931454.09,15403052.48,17712452.38,17678571.6,17506155.56,16732433.29,15118466.98,10496394.58,6599320.648,17529046.08,16046985.87,17718354.82,14140666120.0,17713278.71,24.87752111,21869,9690,27356,25359,23824,20220,5216,2603,673,150,29,14269,2607,676,151,30,7,359669631.9,0.000204041,359550366.7,352864358.5,134126725.1,360228410.5,360158360.8,359984826.7,349712255.8,319461932.8,360229118.6,337789028.5,360226261.0,359736832.6,308317196.2,331558329.6,359550366.7,7814.079988,7827.794494,7502.032883,6991.39441,6438.316168,4920.275384,138560000000.0,132837000000.0,123784000000.0,113904000000.0,86799895941.0,79091357941.0,7792.258774,7610.024731,7406.91983,7114.869648,6711.67638,6135.712776,5404.754254,5194.269527,138028000000.0,134760000000.0,131144000000.0,125946000000.0,118764000000.0,108490000000.0,95349208004.0,91045184719.0,8913.385932,10524.29006
2019-05-24,106009,9174,17987915,12250693,6102819,2319571,11757,1252,113000000000.0,81387951552.0,12197122844,15948852.13,17671074.13,17456381.36,16597955.32,10129371.23,17715185.73,17691456.58,17547783.88,16933911.32,15405047.59,17714386.52,17680872.21,17509421.12,16738774.2,15127410.15,10513641.13,6621391.931,17531342.91,16051398.03,17720267.32,14294080391.0,17715185.73,24.81991257,22285,9956,27840,25763,24262,20621,5404,2745,690,161,33,14595,2749,695,162,34,7,359872399.7,0.000207557,359751442.6,353181658.8,133438533.2,360362546.2,360291382.6,360104054.6,349487204.9,318571034.2,360363262.4,337652935.5,360360369.9,359845694.3,307920308.4,329945951.4,359751442.6,7926.311515,7833.377608,7623.000297,7097.910394,6515.112404,4962.553861,138701000000.0,134995000000.0,125700000000.0,115286000000.0,87557717527.0,79237622941.0,7815.443447,7655.804378,7467.572225,7186.00709,6785.878729,6203.402973,5453.408879,5220.812246,138517000000.0,135621000000.0,132258000000.0,127236000000.0,120102000000.0,109706000000.0,96223382103.0,91527272433.0,8961.133858,10206.70955
2019-05-25,106012,9177,18004507,12262483,6129842,2334501,11854,1263,114000000000.0,81495286144.0,12212255519,15950794.94,17672868.84,17457994.07,16598283.52,10125603.22,17716933.32,17693293.3,17549581.79,16934918.5,15403980.22,17716159.25,17682965.04,17512563.33,16743914.0,15133576.16,10521327.8,6634386.258,17532760.09,16049707.51,17722017.32,14426661721.0,17716933.32,24.83812543,22483,10031,28121,25968,24488,20803,5436,2748,686,163,33,14469,2662,671,156,32,7,361694327.2,0.000208999,361589566.4,355065512.2,128762923.7,362198353.4,362126254.4,361937084.4,351433169.7,320149388.6,362199079.4,339770042.3,362195895.4,361650444.3,307017213.1,331661529.2,361589566.4,7888.014353,7832.096541,7737.786806,7206.575473,6599.283841,5006.225687,138702000000.0,137043000000.0,127635000000.0,116790000000.0,88338608807.0,79387492941.0,7869.377259,7714.248106,7535.528579,7261.36307,6862.741061,6272.9654,5503.385829,5248.239436,139464000000.0,136664000000.0,133471000000.0,128581000000.0,121473000000.0,110947000000.0,97117117111.0,92023090618.0,9004.400141,10508.53434
2019-05-26,105975,9188,18174471,12415776,6281662,2419709,12573,1328,123000000000.0,81711276442.0,12231113344,15952246.99,17674912.08,17459958.14,16601462.87,10138131.2,17718993.78,17695384.13,17551732.76,16936874.09,15412814.77,17718412.44,17686882.17,17524929.57,16777475.67,15202183.25,10618031.29,6725385.059,17535021.19,16058546.79,17724079.82,15629590498.0,17718993.78,24.81273601,22714,10132,28432,26195,24730,21018,5508,2785,683,161,31,14896,2797,690,163,32,7,362278067.2,0.000211898,362106781.1,355618173.3,129113749.0,362687271.5,362613986.4,362421588.3,351744919.8,320651073.9,362688004.6,340534566.4,362685066.1,362152019.2,309549479.5,332739044.2,362106781.1,7900.169497,7816.63697,7793.455817,7320.990656,6693.768469,5050.705343,138471000000.0,137970000000.0,129662000000.0,118473000000.0,89131700561.0,79537257941.0,7925.46065,7773.044347,7602.475093,7335.293009,6938.540182,6342.167833,5553.568831,5275.994541,140410000000.0,137689000000.0,134648000000.0,129888000000.0,122817000000.0,112176000000.0,98011847465.0,92523368323.0,9016.686289,10439.97339
2019-05-27,106060,9171,18213537,12433984,6303396,2423661,12638,1337,124000000000.0,81948404213.0,12251182872,15954366.8,17676991.9,17461901.87,16605768.5,10135429.48,17721072.88,17697519.94,17553459.53,16941325.95,15416446.65,17720510.95,17689191.01,17527680.17,16785152.06,15211862.62,10625445.77,6733533.528,17537479.28,16062959.57,17726167.32,15782430027.0,17721072.88,24.82182964,23115,10334,28931,26610,25137,21383,5611,2864,686,165,28,14865,2771,671,157,27,8,361578960.4,0.000216136,361517167.3,355008925.2,130549689.7,361882316.8,361807693.0,361604463.1,350978631.1,319323221.2,361883062.1,339784624.0,361879789.2,361284137.3,303517673.7,331155106.7,361517167.3,8034.712508,7892.153708,7913.265045,7466.756828,6804.942911,5101.003857,139796000000.0,140110000000.0,132245000000.0,120464000000.0,90027834529.0,79731432941.0,8160.667293,7929.050935,7739.622491,7458.701349,7047.736337,6431.929117,5614.509658,5309.378481,144533000000.0,140432000000.0,137066000000.0,132068000000.0,124750000000.0,113769000000.0,99096345535.0,93122926847.0,9080.688144,10610.83127
2019-05-28,106073,9180,18184043,12411548,6296211,2417180,12564,1323,122000000000.0,82174194278.0,12270735144,15955572.26,17679115.11,17463011.81,16604993.74,10133274.5,17723125.86,17699646.28,17555136.12,16941237.39,15414246.37,17722538.85,17691061.24,17527691.79,16781019.16,15202702.17,10613243.94,6709064.19,17538273.41,16060255.31,17728217.32,15614007804.0,17723125.86,24.83203124,23438,10526,29320,26937,25468,21693,5729,2890,699,171,30,15092,2792,684,163,28,8,360315291.4,0.000220796,360258046.7,353783107.9,130962464.3,361201029.5,361125014.1,360917844.8,350232578.1,317944382.3,361201781.5,338636440.4,361198470.6,360581956.8,299476050.1,328874939.6,360258046.7,8264.75992,8039.419954,7985.411635,7615.505835,6923.578115,5152.93828,142419000000.0,141414000000.0,134864000000.0,122571000000.0,90955883124.0,79949577941.0,8379.122833,8090.320567,7883.144014,7587.971118,7161.820051,6525.423423,5677.906178,5344.270575,148472000000.0,143327000000.0,139637000000.0,134381000000.0,126789000000.0,115439000000.0,100230000000.0,93752071853.0,9144.715523,10120.22803
2019-05-29,105976,9174,18217070,12434698,6295408,2414221,12477,1316,122000000000.0,83372387209.0,12291182209,15959136.79,17681129.61,17464240.68,16604785.65,10139148.99,17725296.87,17701721.37,17556753.36,16941362.78,15412777.8,17724691.05,17692921.51,17528290.61,16777836.29,15196212.62,10608908.88,6711351.728,17539868.61,16062033.39,17730392.32,15487622521.0,17725296.87,24.8015775,23915,10875,29877,27419,25952,22136,5959,2973,704,176,32,15471,2876,689,167,30,8,358907959.2,0.000226903,358843358.7,352288485.3,128170133.7,359228291.6,359150605.0,358933319.3,347989369.0,314882832.4,359229043.8,336731927.7,359225702.7,358584978.1,297890664.9,326336522.8,358843358.7,8437.792983,8182.052249,8038.04896,7753.961904,7039.217277,5203.557306,144963000000.0,142369000000.0,137336000000.0,124635000000.0,91859107903.0,80165902941.0,8495.074592,8206.076484,7995.655227,7696.447974,7262.797991,6611.758901,5738.28384,5377.929357,150550000000.0,145396000000.0,141646000000.0,136317000000.0,128590000000.0,116978000000.0,101309000000.0,94358578601.0,9146.570905,9685.842492
2019-05-30,106068,9170,18143876,12363367,6220216,2362931,11990,1272,116000000000.0,83439379777.0,12309310717,15960649.4,17683052.17,17465470.8,16604505.88,10137749.22,17727295.04,17703700.47,17558140.17,16941419.02,15412635.22,17726576.35,17693798.76,17523197.88,16759359.75,15157700.96,10550258.82,6663969.877,17541297.97,16063203.83,17732392.32,14803737927.0,17727295.04,24.82313557,24339,11284,30302,27774,26298,22440,6017,2999,701,175,30,15680,2901,691,169,28,6,329774350.4,0.000241344,329728607.8,323144610.8,121355320.4,340342560.7,340264354.5,340049095.1,329771419.3,296590493.2,340343272.1,317591292.4,340339886.7,339693216.4,278798629.5,307416759.4,329728607.8,8572.479488,8230.246921,8070.795694,7878.082324,7154.248023,5251.198878,145822000000.0,142981000000.0,139531000000.0,126679000000.0,92709543327.0,80375317941.0,8546.942197,8286.913015,8082.991517,7787.326967,7352.338598,6691.716489,5795.955,5410.494014,151431000000.0,146813000000.0,143186000000.0,137924000000.0,130177000000.0,118399000000.0,102336000000.0,94943975829.0,9108.702049,9829.642126
2019-05-31,106049,9161,18298578,12503185,6324338,2414597,12364,1308,120000000000.0,83611469025.0,12323596199,15962210.25,17684268.43,17465270.05,16601360.46,10131499.25,17728753.42,17705023.94,17558440.08,16939172.96,15406867.62,17728119.21,17695923.15,17528528.48,16771336.94,15183383.34,10589723.99,6705142.455,17541488.11,16061511.78,17733854.82,15312649305.0,17728753.42,24.82365463,24759,11567,30779,28174,26705,22813,6134,3052,714,176,32,15954,2949,696,167,30,5,332773647.4,0.00024884,332877232.6,325951341.2,122098940.7,334092215.3,334013203.4,333796401.2,323799261.5,290195019.2,334092921.6,310789594.8,334089482.9,333411503.6,271911292.7,300240215.0,332877232.6,8627.132214,8263.650856,8101.865541,7975.115189,7254.850926,5295.157689,146464000000.0,143553000000.0,141273000000.0,128478000000.0,93497639138.0,80554097941.0,8468.258486,8291.27266,8113.378123,7837.190215,7414.180693,6755.213531,5845.755714,5439.353686,150130000000.0,146943000000.0,143765000000.0,138838000000.0,131296000000.0,119541000000.0,103231000000.0,95467209900.0,8992.741621,9887.767601
2019-06-01,106077,9166,18244350,12442020,6300963,2398883,12368,1312,120000000000.0,83712639475.0,12341076954,15963790.95,17686295.39,17467629.61,16611441.85,10149462.87,17730638.21,17707019.88,17560635.14,16946382.72,15425047.6,17730003.56,17697912.81,17530769.96,16779564.21,15201125.11,10607592.89,6721858.897,17544933.51,16077182.32,17735742.32,15312507297.0,17730638.21,24.8234646,25105,11761,31174,28517,27058,23138,6268,3119,713,172,27,16212,3020,700,164,25,5,333737066.3,0.000251862,333752964.5,326776698.1,124294547.6,334394597.0,334314509.0,334095036.0,323850418.3,290804834.1,334395311.5,310719468.8,334391847.2,333701306.1,269621950.7,300712910.7,333752964.5,8616.045369,8325.378939,8189.885177,8040.984443,7362.219578,5341.146063,147566000000.0,145118000000.0,142409000000.0,130394000000.0,94320104547.0,80757352941.0,8504.054441,8342.976968,8175.013887,7907.519371,7489.113961,6826.603054,5899.812954,5470.560578,150766000000.0,147869000000.0,144868000000.0,140095000000.0,132635000000.0,120815000000.0,104198000000.0,96030093384.0,9033.47306,10066.94616
2019-06-02,106051,9174,18264174,12456827,6320429,2396342,12545,1332,123000000000.0,83816356170.0,12356404859,15965295.58,17687931.96,17470153.86,16621906.37,10160969.84,17732274.96,17708697.7,17562233.16,16955919.85,15435849.35,17731690.51,17700083.01,17534996.9,16797204.52,15225522.02,10638609.82,6753816.925,17549001.52,16087376.28,17737379.82,15653809337.0,17732274.96,24.81676728,25307,11865,31450,28723,27276,23325,6299,3144,715,174,28,16353,3042,700,166,26,5,333683919.9,0.000255396,333715420.7,326682361.8,124365459.3,334375246.0,334294001.4,334074865.9,323760393.1,290715965.5,334375966.1,310777754.1,334372479.6,333671714.1,269834588.3,300429851.7,333715420.7,8563.690932,8414.225426,8279.428503,8121.00996,7465.671415,5387.340544,149150000000.0,146724000000.0,143855000000.0,132239000000.0,95147049860.0,80960487941.0,8520.790204,8381.392379,8225.580266,7969.113881,7557.833172,6894.354374,5952.376296,5501.244172,151095000000.0,148576000000.0,145786000000.0,141206000000.0,133868000000.0,122029000000.0,105139000000.0,96584560116.0,8995.466911,9952.35811
2019-06-03,106109,9169,18167857,12356400,6206576,2326098,11924,1270,115000000000.0,83952454044.0,12370232805,15966600.7,17689260.04,17470511.13,16618858.08,10147463.38,17733757.0,17710097.71,17563074.39,16953874.36,15431451.74,17733003.36,17699832.84,17526311.78,16768173.3,15168361.72,10552731.34,6670921.489,17549383.74,16084284.94,17738867.32,14632696216.0,17733757.0,24.84656556,25544,11991,31768,28968,27528,23550,6354,3137,721,178,32,16839,3145,730,182,33,5,334433708.1,0.000259504,334367196.7,327319281.3,124649434.1,334973354.7,334890647.6,334665937.9,324332471.9,289944416.0,334974080.8,311416820.7,334970877.8,334343948.2,274968300.9,300351368.5,334367196.7,8567.036404,8502.414694,8320.49813,8167.896151,7566.078494,5435.041186,150702000000.0,147468000000.0,144701000000.0,134034000000.0,95999651088.0,81232607941.0,8595.095292,8447.267486,8294.663627,8042.884508,7634.341062,6966.877947,6007.650141,5533.507468,152400000000.0,149745000000.0,147016000000.0,142520000000.0,135232000000.0,123322000000.0,106127000000.0,97165897827.0,9071.310332,9660.417557
2019-06-04,106010,9159,18065764,12239428,6094519,2266209,11382,1208,108000000000.0,83447224227.0,12386631596,15970035.44,17691132.7,17470781.27,16615948.21,10146617.89,17735675.33,17711980.15,17564361.22,16951842.66,15424725.24,17734736.19,17699996.87,17518353.42,16739614.69,15111328.15,10484583.99,6592071.23,17549839.77,16080361.62,17740792.32,13682633127.0,17735675.33,24.81510181,25866,12167,32173,29301,27867,23849,6466,3180,738,186,32,17076,3185,744,189,33,5,335123808.1,0.00026222,335078175.9,328165532.7,123805120.1,335840373.8,335756678.8,335526071.4,324884232.1,290197593.9,335841109.1,311961563.5,335837877.0,335215212.8,275722277.8,299950787.2,335078175.9,8471.627475,8522.053482,8334.553919,8177.075011,7645.068142,5475.624134,151078000000.0,147754000000.0,144890000000.0,135449000000.0,96728165641.0,81464052545.0,8454.607782,8397.515718,8278.526178,8055.336723,7669.134075,7014.201665,6050.540886,5559.777372,149972000000.0,148904000000.0,146763000000.0,142768000000.0,135870000000.0,124177000000.0,106899000000.0,97643033172.0,9076.603217,10003.32218
2019-06-05,105893,9145,18102129,12270733,6133299,2286496,11522,1244,110000000000.0,83549188480.0,12403450447,15972227.69,17693140.75,17472732.64,16621561.76,10163500.72,17737673.67,17713997.27,17566273.78,16955616.46,15433802.85,17736794.01,17702559.74,17523603.91,16752604.28,15140571.78,10521275.26,6656890.6,17552252.05,16090143.78,17742792.32,13946133453.0,17737673.67,24.77707681,25925,12027,32326,29389,27950,23890,6311,3119,726,177,35,16720,3033,706,170,33,5,336238557.4,0.000261928,336232230.1,329269787.0,121954092.9,338154757.9,338070397.4,337851278.6,326853448.5,294350384.8,338155508.3,314567150.6,338151919.1,337503770.5,278257986.7,303825499.4,336232230.1,8346.176515,8486.654365,8314.9304,8151.645667,7709.545225,5515.031807,150452000000.0,147399000000.0,144462000000.0,136592000000.0,97427539758.0,81657562210.0,8197.617275,8267.719453,8199.207522,8019.936679,7670.0697,7040.454002,6082.879408,5580.910296,145330000000.0,146566000000.0,145334000000.0,142128000000.0,135881000000.0,124642000000.0,107476000000.0,98025152245.0,9077.733821,9934.691183
2019-06-06,105873,9143,18108453,12265501,6121590,2280445,11506,1239,109000000000.0,83565894664.0,12419650395,15973839.22,17695052.17,17474838.79,16624079.79,10166855.07,17739629.22,17715927.45,17568196.32,16958348.29,15436906.43,17738743.06,17704421.44,17525069.58,16754413.58,15142424.0,10522708.93,6656254.896,17554582.92,16094163.58,17744754.82,13910733693.0,17739629.22,24.76051988,26164,12139,32654,29659,28220,24112,6383,3124,731,185,34,16861,3028,711,179,32,5,337440702.6,0.000263927,337533435.8,330535919.1,120447102.4,338876553.7,338791351.7,338571762.8,327541204.4,294385664.9,338877313.0,315657483.9,338873682.5,338214618.8,275921982.9,303580884.8,337533435.8,8193.537015,8404.791192,8325.405543,8148.47245,7779.434949,5554.909461,149033000000.0,147590000000.0,144415000000.0,137841000000.0,98141903720.0,81864017265.0,8069.227802,8184.942981,8147.6397,8000.175934,7679.255452,7070.72831,6117.128308,5603.11466,143084000000.0,145116000000.0,144435000000.0,141791000000.0,136056000000.0,125189000000.0,108092000000.0,98428792521.0,9078.963121,10158.83737
2019-06-07,105808,9134,18156145,12328518,6154795,2315822,11758,1262,113000000000.0,83673661963.0,12436356362,15976172.31,17696866.37,17479819.38,16627852.21,10168819.86,17741611.42,17717807.17,17572354.53,16962512.7,15438397.21,17740810.25,17707070.79,17534192.47,16770424.44,15165169.92,10557816.63,6688641.523,17559115.86,16095113.97,17746729.82,14352141680.0,17741611.42,24.75945581,26376,12244,32980,29907,28446,24304,6456,3139,725,182,33,16979,3038,707,177,31,5,337508850.9,0.0002655,337495870.0,330464891.7,109416146.0,338939299.2,338853492.1,338628973.5,327728161.5,295276848.3,338940070.1,315718211.5,338936412.8,338263409.2,275149821.3,304084148.1,337495870.0,8046.909449,8305.30019,8322.499194,8172.360072,7845.437287,5595.028602,147280000000.0,147542000000.0,144850000000.0,139003000000.0,98861168866.0,82067507887.0,7986.5265,8118.794057,8104.10426,7983.123359,7688.408255,7100.155588,6150.870795,5625.184403,141662000000.0,143971000000.0,143686000000.0,141508000000.0,136234000000.0,125724000000.0,108701000000.0,98830665232.0,9038.102019,10208.23037
2019-06-08,105803,9132,18154284,12327363,6144450,2308542,11652,1255,112000000000.0,83704486358.0,12449223201,15977128.55,17698363.14,17480654.0,16627082.17,10166481.37,17743162.5,17719307.35,17573487.75,16962099.55,15437123.22,17742330.11,17708283.3,17533686.25,16764862.08,15154607.4,10543055.89,6678611.865,17559892.48,16094803.4,17748279.82,14205666648.0,17743162.5,24.75484779,26604,12369,33261,30161,28683,24518,6533,3194,739,182,34,17477,3201,746,186,35,5,337559882.7,0.000268281,337493404.3,330456628.7,110505299.7,338904830.4,338818217.7,338588876.1,327430703.7,294552611.8,338905605.7,315206177.2,338902256.6,338262495.8,278847715.8,303623679.2,337493404.3,7905.389987,8236.213195,8326.703713,8209.132722,7914.712334,5637.255905,146090000000.0,147646000000.0,145527000000.0,140254000000.0,99617709743.0,82355416176.0,8003.05372,8103.760257,8095.038113,7988.16953,7710.840507,7136.85961,6188.202228,5649.173694,142044000000.0,143760000000.0,143569000000.0,141632000000.0,136658000000.0,126394000000.0,109376000000.0,99268270553.0,8975.78215,10493.09567
2019-06-09,105821,9136,18100075,12264529,6081480,2266816,11359,1210,107000000000.0,83726844448.0,12463734214,15978348.18,17700109.07,17481630.02,16626828.06,10164687.77,17744998.08,17721089.64,17574869.3,16961743.75,15435836.17,17744047.41,17709052.09,17528862.66,16748568.03,15121129.39,10502928.31,6617376.132,17560954.13,16095255.23,17750117.32,13662953583.0,17744998.08,24.75895568,26757,12435,33500,30362,28862,24657,6591,3196,737,182,34,17252,3096,722,177,32,5,337533185.6,0.000269591,337510132.0,328492030.0,109991087.6,338895567.7,338808473.6,338574145.8,327474853.4,295045801.7,338896347.6,315360346.8,338892653.6,338208604.2,276082316.9,303899455.1,337510132.0,7859.171291,8165.399383,8319.911703,8197.823152,7973.854677,5678.525222,144870000000.0,147552000000.0,145346000000.0,141311000000.0,100357000000.0,82677361434.0,7982.882241,8074.447353,8074.704936,7983.823793,7725.788815,7168.454892,6222.941576,5671.993252,141693000000.0,143256000000.0,143225000000.0,141571000000.0,136938000000.0,126966000000.0,110002000000.0,99683422090.0,8973.601267,10596.51996
2019-06-10,106010,9149,18224988,12385791,6189652,2326748,11706,1258,112000000000.0,83907811648.0,12480255742,15979644.74,17702035.92,17483114.42,16626625.06,10159928.62,17746957.89,17723052.35,17576637.26,16961996.88,15434701.69,17746140.1,17712247.76,17537519.23,16766703.87,15156734.39,10541114.62,6668553.23,17562391.16,16094882.09,17752079.82,14311216210.0,17746957.89,24.79137651,26935,12455,33814,30618,29085,24819,6648,3198,742,183,36,17360,3090,725,178,34,5,340089584.2,0.000270816,340120878.7,331297874.9,129973776.0,341234938.7,341146820.9,340912625.6,329720615.4,297191215.8,341235735.6,317686867.0,341232015.7,340550679.2,278247922.7,305814259.4,340120878.7,7856.049965,8101.11324,8251.122349,8182.382048,8017.114539,5717.047978,143723000000.0,146358000000.0,145093000000.0,142090000000.0,101047000000.0,82955832907.0,7877.93137,8000.553221,8020.481561,7953.748158,7722.062416,7188.046058,6251.557181,5691.854311,139814000000.0,141947000000.0,142269000000.0,141045000000.0,136881000000.0,127323000000.0,110518000000.0,100045000000.0,8988.383843,10765.4995
2019-06-11,106020,9169,18219806,12367501,6175273,2321631,11658,1249,111000000000.0,83967092627.0,12495291639,15981458.45,17703863.45,17484653.74,16626333.41,10161020.5,17748740.64,17724848.46,17578254.59,16962334.28,15432559.88,17747894.98,17713797.62,17537926.22,16763477.42,15147995.29,10533122.9,6650610.568,17563777.74,16093116.79,17753867.32,14184219304.0,17748740.64,24.81506339,27281,12677,34288,31033,29451,25135,6821,3322,751,185,35,17613,3215,733,179,33,5,340003530.3,0.000275163,340012660.7,331171145.6,130735135.2,340865971.5,340776616.8,340536623.1,328967213.9,297054244.0,340866774.5,316941242.4,340863031.1,340153079.7,276583298.1,305117962.1,340012660.7,7894.10619,8043.821603,8193.029211,8184.600271,8041.930163,5758.878821,142712000000.0,145327000000.0,145139000000.0,142510000000.0,101795000000.0,83287865031.0,7919.530908,8000.948996,8018.114684,7958.413094,7740.170001,7219.994447,6286.23387,5714.848099,140518000000.0,141943000000.0,142223000000.0,141129000000.0,137206000000.0,127895000000.0,111140000000.0,100462000000.0,8988.246932,10980.01217
2019-06-12,106087,9175,18304275,12447489,6242834,2354209,11903,1264,113000000000.0,84094555495.0,12509519344,15983298.93,17705365.11,17485793.65,16626536.51,10159149.63,17750375.07,17726415.09,17579455.58,16962857.74,15433286.26,17749605.51,17716060.8,17542879.04,16775369.95,15167960.67,10561033.91,6666424.299,17565068.88,16095111.37,17755504.82,14583516528.0,17750375.07,24.83465004,27546,12814,34674,31376,29750,25388,6921,3359,741,183,36,17813,3249,721,175,34,5,341127348.2,0.000276467,341186658.0,332342667.6,132222971.2,341844612.4,341754467.7,341510011.0,329845407.1,297850124.8,341845425.7,318063264.0,341841656.1,341119328.8,279436142.4,306603000.9,341186658.0,7909.476506,7978.192978,8133.814738,8196.209202,8073.404299,5799.789033,141558000000.0,144292000000.0,145354000000.0,143090000000.0,102529000000.0,83608368490.0,7912.345764,7982.226538,8002.096123,7952.65713,7750.350999,7246.581938,6318.149545,5736.570759,140419000000.0,141630000000.0,141956000000.0,141043000000.0,137401000000.0,128379000000.0,111716000000.0,100858000000.0,8974.612322,10787.99097
2019-06-13,106171,9191,18343355,12489898,6274696,2368790,11988,1272,115000000000.0,84188482641.0,12525947459,15984761.3,17707191.0,17486780.87,16626854.45,10154501.91,17752264.08,17728270.03,17580937.64,16963959.2,15431720.98,17751523.51,17718140.67,17545542.3,16779859.09,15172369.58,10565331.76,6673655.342,17566317.95,16094676.95,17757392.32,14740668694.0,17752264.08,24.84795646,27701,12857,34925,31561,29938,25539,6973,3346,742,186,35,17914,3234,721,181,33,6,343355188.3,0.000277016,343470940.5,334482879.5,238258762.2,344524527.1,344433416.2,344180734.4,332547324.2,300725747.7,344525356.3,321075497.9,344521561.9,343785837.8,278713012.4,308669855.0,343470940.5,7931.266694,7918.32834,8097.699144,8210.371517,8084.706881,5844.111499,140498000000.0,143665000000.0,145600000000.0,143300000000.0,103320000000.0,83991637829.0,7989.916875,8011.832458,8021.157853,7970.981127,7775.816038,7281.816337,6354.325972,5760.535817,141749000000.0,142135000000.0,142283000000.0,141363000000.0,137853000000.0,129007000000.0,112363000000.0,101291000000.0,8973.310873,10962.8646
